Date,Hour,Total Market Demand,Ontario Demand
06-Jul-14,11,16918,15314
06-Jul-14,12,17030,15605
06-Jul-14,13,17459,15847
06-Jul-14,14,17561,15936
06-Jul-14,15,17799,16158
06-Jul-14,16,17915,16432
06-Jul-14,17,18054,16845
06-Jul-14,18,18101,16986
06-Jul-14,19,18027,16947
06-Jul-14,20,17965,16655
06-Jul-14,21,18242,17074
06-Jul-14,22,17789,16470
06-Jul-14,23,17252,15346
06-Jul-14,24,16782,14232
07-Jul-14,1,16368,13637
07-Jul-14,2,16010,13244
07-Jul-14,3,16082,13044
07-Jul-14,4,16129,13019
07-Jul-14,5,16466,13482
07-Jul-14,6,17002,14532
07-Jul-14,7,18061,15844
07-Jul-14,8,18607,16634
07-Jul-14,9,18753,17239
07-Jul-14,10,19579,17664
07-Jul-14,11,20398,18130
07-Jul-14,12,20536,18178
07-Jul-14,13,21116,18616
07-Jul-14,14,21376,19048
07-Jul-14,15,21455,19325
07-Jul-14,16,21728,19943
07-Jul-14,17,21842,20195
07-Jul-14,18,21509,19964
07-Jul-14,19,21544,19798
07-Jul-14,20,21389,19690
07-Jul-14,21,20844,19262
07-Jul-14,22,19907,18426
07-Jul-14,23,18458,16777
07-Jul-14,24,17180,15494
08-Jul-14,1,16213,14481
08-Jul-14,2,15968,13862
08-Jul-14,3,15948,13521
08-Jul-14,4,16044,13367
08-Jul-14,5,16253,13672
08-Jul-14,6,16695,14487
08-Jul-14,7,18212,15842
08-Jul-14,8,18644,16714
08-Jul-14,9,19130,17368
08-Jul-14,10,20063,18057
08-Jul-14,11,21072,18799
08-Jul-14,12,20682,18646
08-Jul-14,13,20791,18856
08-Jul-14,14,20899,18837
08-Jul-14,15,20334,18223
08-Jul-14,16,20162,18228
08-Jul-14,17,20308,18514
08-Jul-14,18,20459,18538
08-Jul-14,19,20177,18314
08-Jul-14,20,19698,18101
08-Jul-14,21,19260,17768
08-Jul-14,22,18782,16866
08-Jul-14,23,16855,15137
08-Jul-14,24,16013,13950
09-Jul-14,1,15727,13276
09-Jul-14,2,15832,12888
09-Jul-14,3,15766,12677
09-Jul-14,4,15350,12614
09-Jul-14,5,16043,12968
09-Jul-14,6,16198,13735
09-Jul-14,7,17522,14828
09-Jul-14,8,17661,15624
09-Jul-14,9,17552,15991
09-Jul-14,10,18070,16281
09-Jul-14,11,18143,16417
09-Jul-14,12,18646,16488
09-Jul-14,13,18758,16744
09-Jul-14,14,18616,16579
09-Jul-14,15,18979,16844
09-Jul-14,16,19078,17093
09-Jul-14,17,19130,17258
09-Jul-14,18,19151,17240
09-Jul-14,19,18988,17285
09-Jul-14,20,18950,17035
09-Jul-14,21,18300,17123
09-Jul-14,22,17711,16214
09-Jul-14,23,16448,14733
09-Jul-14,24,15510,13652
10-Jul-14,1,15551,13008
10-Jul-14,2,15355,12525
10-Jul-14,3,15328,12385
10-Jul-14,4,15259,12342
10-Jul-14,5,15727,12628
10-Jul-14,6,15868,13430
10-Jul-14,7,17242,14590
10-Jul-14,8,17408,15285
10-Jul-14,9,17401,15665
10-Jul-14,10,17688,15816
10-Jul-14,11,18383,16310
10-Jul-14,12,18806,16429
10-Jul-14,13,18889,16547
10-Jul-14,14,18851,16649
10-Jul-14,15,18866,16781
10-Jul-14,16,19061,17020
10-Jul-14,17,19117,17187
10-Jul-14,18,18914,17010
10-Jul-14,19,18907,17161
10-Jul-14,20,18514,16942
10-Jul-14,21,18150,16960
10-Jul-14,22,17655,16186
10-Jul-14,23,16495,14676
10-Jul-14,24,15563,13556
11-Jul-14,1,15315,12896
11-Jul-14,2,15420,12419
11-Jul-14,3,15200,12248
11-Jul-14,4,15022,12122
11-Jul-14,5,15324,12552
11-Jul-14,6,15338,13213
11-Jul-14,7,16958,14483
11-Jul-14,8,17670,15513
11-Jul-14,9,18038,15904
11-Jul-14,10,18862,16447
11-Jul-14,11,18603,16726
11-Jul-14,12,18719,16828
11-Jul-14,13,18902,16950
11-Jul-14,14,19059,17029
11-Jul-14,15,19399,17288
11-Jul-14,16,20035,17761
11-Jul-14,17,20029,18025
11-Jul-14,18,20014,17983
11-Jul-14,19,19972,17780
11-Jul-14,20,19327,17436
11-Jul-14,21,18771,17103
11-Jul-14,22,17944,16351
11-Jul-14,23,16849,14910
11-Jul-14,24,15900,13820
12-Jul-14,1,15466,12971
12-Jul-14,2,15629,12457
12-Jul-14,3,15792,12200
12-Jul-14,4,15584,11954
12-Jul-14,5,15527,11945
12-Jul-14,6,15568,12097
12-Jul-14,7,15843,12933
12-Jul-14,8,16320,13992
12-Jul-14,9,16934,14929
12-Jul-14,10,17652,15619
12-Jul-14,11,18432,16206
12-Jul-14,12,18798,16644
12-Jul-14,13,18913,16760
12-Jul-14,14,18923,16910
12-Jul-14,15,19236,17206
12-Jul-14,16,20047,17693
12-Jul-14,17,20375,18105
12-Jul-14,18,20242,18012
12-Jul-14,19,19424,17470
12-Jul-14,20,18803,17137
12-Jul-14,21,18668,17227
12-Jul-14,22,18314,16464
12-Jul-14,23,17505,15414
12-Jul-14,24,16647,14296
13-Jul-14,1,16735,13641
13-Jul-14,2,16622,13096
13-Jul-14,3,16459,12799
13-Jul-14,4,16270,12609
13-Jul-14,5,16238,12621
13-Jul-14,6,16149,12734
13-Jul-14,7,16372,13036
13-Jul-14,8,16316,13897
13-Jul-14,9,16436,14688
13-Jul-14,10,17455,15735
13-Jul-14,11,18775,16643
13-Jul-14,12,19418,17145
13-Jul-14,13,19374,17345
13-Jul-14,14,19380,17647
13-Jul-14,15,19447,17807
13-Jul-14,16,20002,18194
13-Jul-14,17,20441,18677
13-Jul-14,18,20357,18871
13-Jul-14,19,20138,18689
13-Jul-14,20,19641,18246
13-Jul-14,21,19527,18167
13-Jul-14,22,18452,17318
13-Jul-14,23,17613,15744
13-Jul-14,24,16419,14471
14-Jul-14,1,16261,13721
14-Jul-14,2,16039,13264
14-Jul-14,3,15985,12877
14-Jul-14,4,15938,12793
14-Jul-14,5,16162,13126
14-Jul-14,6,16330,13878
14-Jul-14,7,17584,15083
14-Jul-14,8,18296,16016
14-Jul-14,9,18405,16414
14-Jul-14,10,19198,16744
14-Jul-14,11,19497,17180
14-Jul-14,12,20011,17493
14-Jul-14,13,20345,17649
14-Jul-14,14,20336,17728
14-Jul-14,15,20184,17776
14-Jul-14,16,20913,18208
14-Jul-14,17,21032,18506
14-Jul-14,18,20900,18420
14-Jul-14,19,20337,18338
14-Jul-14,20,19676,18011
14-Jul-14,21,19270,17831
14-Jul-14,22,18453,16846
14-Jul-14,23,17375,15344
14-Jul-14,24,16186,14059
15-Jul-14,1,15800,13340
15-Jul-14,2,15885,12948
15-Jul-14,3,16005,12761
15-Jul-14,4,15924,12717
15-Jul-14,5,15794,12997
15-Jul-14,6,16012,13885
15-Jul-14,7,17298,14965
15-Jul-14,8,17742,15735
15-Jul-14,9,18375,16194
15-Jul-14,10,19092,16649
15-Jul-14,11,19530,16877
15-Jul-14,12,19721,17105
15-Jul-14,13,19936,17326
15-Jul-14,14,19920,17477
15-Jul-14,15,19754,17368
15-Jul-14,16,19641,17575
15-Jul-14,17,19840,17756
15-Jul-14,18,19036,17413
15-Jul-14,19,19079,17306
15-Jul-14,20,19079,17016
15-Jul-14,21,19040,17160
15-Jul-14,22,18164,16182
15-Jul-14,23,16422,14658
15-Jul-14,24,16010,13620
16-Jul-14,1,15704,13008
16-Jul-14,2,15390,12631
16-Jul-14,3,15443,12444
16-Jul-14,4,15359,12378
16-Jul-14,5,15491,12696
16-Jul-14,6,15622,13451
16-Jul-14,7,17024,14582
16-Jul-14,8,17260,15391
16-Jul-14,9,17724,15850
16-Jul-14,10,18290,16059
16-Jul-14,11,18578,16432
16-Jul-14,12,18604,16543
16-Jul-14,13,18651,16462
16-Jul-14,14,18634,16359
16-Jul-14,15,18867,16622
16-Jul-14,16,19305,16843
16-Jul-14,17,19256,16859
16-Jul-14,18,18405,16648
16-Jul-14,19,18238,16556
16-Jul-14,20,18187,16463
16-Jul-14,21,18062,16646
16-Jul-14,22,17375,15746
16-Jul-14,23,15820,14509
16-Jul-14,24,15241,13327
17-Jul-14,1,15300,12692
17-Jul-14,2,15475,12336
17-Jul-14,3,15368,12192
17-Jul-14,4,15306,12116
17-Jul-14,5,15440,12391
17-Jul-14,6,15793,13094
17-Jul-14,7,17232,14350
17-Jul-14,8,17438,15247
17-Jul-14,9,17595,15671
17-Jul-14,10,17637,15994
17-Jul-14,11,18049,16142
17-Jul-14,12,18401,16350
17-Jul-14,13,18785,16463
17-Jul-14,14,18712,16344
17-Jul-14,15,18842,16353
17-Jul-14,16,19099,16668
17-Jul-14,17,19023,16859
17-Jul-14,18,19072,16838
17-Jul-14,19,19423,16985
17-Jul-14,20,18888,16748
17-Jul-14,21,18584,16965
17-Jul-14,22,18080,16051
17-Jul-14,23,16086,14509
17-Jul-14,24,15797,13422
18-Jul-14,1,15286,12791
18-Jul-14,2,15422,12508
18-Jul-14,3,15310,12335
18-Jul-14,4,15182,12146
18-Jul-14,5,15250,12566
18-Jul-14,6,15418,13191
18-Jul-14,7,16959,14484
18-Jul-14,8,17182,15364
18-Jul-14,9,17786,15750
18-Jul-14,10,18040,16112
18-Jul-14,11,18535,16514
18-Jul-14,12,18746,16714
18-Jul-14,13,18967,16875
18-Jul-14,14,19058,16874
18-Jul-14,15,19084,16992
18-Jul-14,16,19312,17347
18-Jul-14,17,19379,17494
18-Jul-14,18,19249,17427
18-Jul-14,19,18644,17020
18-Jul-14,20,18326,16782
18-Jul-14,21,18617,16814
18-Jul-14,22,17601,15932
18-Jul-14,23,16324,14606
18-Jul-14,24,15775,13515
19-Jul-14,1,15604,12811
19-Jul-14,2,15714,12531
19-Jul-14,3,15682,12151
19-Jul-14,4,15509,12057
19-Jul-14,5,15343,12091
19-Jul-14,6,15462,12172
19-Jul-14,7,15974,12873
19-Jul-14,8,16064,13730
19-Jul-14,9,16091,14378
19-Jul-14,10,16554,14870
19-Jul-14,11,17098,15333
19-Jul-14,12,17475,15489
19-Jul-14,13,17452,15507
19-Jul-14,14,17480,15488
19-Jul-14,15,17361,15505
19-Jul-14,16,17604,15607
19-Jul-14,17,17574,15784
19-Jul-14,18,17609,15647
19-Jul-14,19,17456,15461
19-Jul-14,20,17579,15576
19-Jul-14,21,17056,15548
19-Jul-14,22,16809,14834
19-Jul-14,23,16327,13981
19-Jul-14,24,16092,13154
20-Jul-14,1,15605,12564
20-Jul-14,2,15427,12247
20-Jul-14,3,15314,12111
20-Jul-14,4,15038,11993
20-Jul-14,5,15168,11929
20-Jul-14,6,15508,11994
20-Jul-14,7,15462,12383
20-Jul-14,8,15711,13399
20-Jul-14,9,15976,14107
20-Jul-14,10,16468,14458
20-Jul-14,11,17013,15147
20-Jul-14,12,17436,15587
20-Jul-14,13,17898,15815
20-Jul-14,14,17763,15885
20-Jul-14,15,17787,16028
20-Jul-14,16,17863,16327
20-Jul-14,17,18342,16772
20-Jul-14,18,18337,16875
20-Jul-14,19,18083,16670
20-Jul-14,20,18243,16640
20-Jul-14,21,18326,17006
20-Jul-14,22,17657,16053
20-Jul-14,23,16412,14909
20-Jul-14,24,16050,13917
21-Jul-14,1,15798,13325
21-Jul-14,2,15544,13142
21-Jul-14,3,15355,12998
21-Jul-14,4,15308,12935
21-Jul-14,5,15645,13244
21-Jul-14,6,16070,14107
21-Jul-14,7,17582,15338
21-Jul-14,8,18468,16360
21-Jul-14,9,19180,17148
21-Jul-14,10,19581,17834
21-Jul-14,11,20181,18472
21-Jul-14,12,20478,18907
21-Jul-14,13,21295,19299
21-Jul-14,14,21648,19461
21-Jul-14,15,22413,19770
21-Jul-14,16,22731,20061
21-Jul-14,17,22656,20297
21-Jul-14,18,22777,20383
21-Jul-14,19,22567,20388
21-Jul-14,20,22175,20047
21-Jul-14,21,21496,20056
21-Jul-14,22,20174,18848
21-Jul-14,23,18643,17143
21-Jul-14,24,17558,15630
22-Jul-14,1,16742,14828
22-Jul-14,2,16333,14331
22-Jul-14,3,16150,13799
22-Jul-14,4,16285,13758
22-Jul-14,5,16616,13990
22-Jul-14,6,16945,14627
22-Jul-14,7,18391,16054
22-Jul-14,8,19683,17422
22-Jul-14,9,20576,18394
22-Jul-14,10,21800,19227
22-Jul-14,11,22516,20049
22-Jul-14,12,22908,20392
22-Jul-14,13,22984,20444
22-Jul-14,14,23368,20436
22-Jul-14,15,23393,20582
22-Jul-14,16,23690,20866
22-Jul-14,17,24140,21300
22-Jul-14,18,24033,21293
22-Jul-14,19,23251,21049
22-Jul-14,20,23262,20896
22-Jul-14,21,23459,20999
22-Jul-14,22,21307,19543
22-Jul-14,23,19523,18080
22-Jul-14,24,18867,16789
23-Jul-14,1,18247,15945
23-Jul-14,2,17171,15265
23-Jul-14,3,16995,14937
23-Jul-14,4,17084,14911
23-Jul-14,5,17518,15158
23-Jul-14,6,17828,15868
23-Jul-14,7,18835,17153
23-Jul-14,8,19113,17746
23-Jul-14,9,19722,17931
23-Jul-14,10,20635,18182
23-Jul-14,11,21080,18319
23-Jul-14,12,21302,18415
23-Jul-14,13,21375,18280
23-Jul-14,14,21093,18275
23-Jul-14,15,21016,18288
23-Jul-14,16,20926,18024
23-Jul-14,17,20660,18009
23-Jul-14,18,20094,17650
23-Jul-14,19,19927,17594
23-Jul-14,20,20243,17699
23-Jul-14,21,19969,17521
23-Jul-14,22,19053,16621
23-Jul-14,23,16990,15077
23-Jul-14,24,16403,13885
24-Jul-14,1,16011,13067
24-Jul-14,2,15519,12710
24-Jul-14,3,15698,12568
24-Jul-14,4,15866,12556
24-Jul-14,5,15974,12798
24-Jul-14,6,16241,13602
24-Jul-14,7,17348,14715
24-Jul-14,8,17997,15442
24-Jul-14,9,18056,15665
24-Jul-14,10,18196,15918
24-Jul-14,11,18729,16259
24-Jul-14,12,19209,16476
24-Jul-14,13,19219,16639
24-Jul-14,14,19478,16791
24-Jul-14,15,19644,17066
24-Jul-14,16,19923,17536
24-Jul-14,17,20117,17926
24-Jul-14,18,20277,18023
24-Jul-14,19,20013,17854
24-Jul-14,20,19915,17731
24-Jul-14,21,19784,17706
24-Jul-14,22,18812,16574
24-Jul-14,23,17279,15281
24-Jul-14,24,16715,14146
25-Jul-14,1,16235,13473
25-Jul-14,2,15913,13013
25-Jul-14,3,15448,12753
25-Jul-14,4,15418,12787
25-Jul-14,5,15739,13046
25-Jul-14,6,16181,13746
25-Jul-14,7,17316,14636
25-Jul-14,8,17856,15352
25-Jul-14,9,18396,15913
25-Jul-14,10,18466,16114
25-Jul-14,11,18876,16420
25-Jul-14,12,19319,16746
25-Jul-14,13,19341,16848
25-Jul-14,14,19488,16982
25-Jul-14,15,19653,17202
25-Jul-14,16,19674,17428
25-Jul-14,17,19905,17689
25-Jul-14,18,19661,17694
25-Jul-14,19,19724,17520
25-Jul-14,20,19159,17182
25-Jul-14,21,19356,17261
25-Jul-14,22,18535,16288
25-Jul-14,23,17080,14906
25-Jul-14,24,16561,13899
26-Jul-14,1,15814,13053
26-Jul-14,2,15282,12702
26-Jul-14,3,15230,12388
26-Jul-14,4,15201,12278
26-Jul-14,5,15273,12420
26-Jul-14,6,15126,12558
26-Jul-14,7,15530,13097
26-Jul-14,8,16008,13798
26-Jul-14,9,16458,14712
26-Jul-14,10,16976,15241
26-Jul-14,11,17919,15847
26-Jul-14,12,18209,16235
26-Jul-14,13,18232,16423
26-Jul-14,14,17819,16287
26-Jul-14,15,17901,16340
26-Jul-14,16,17951,16416
26-Jul-14,17,18361,16730
26-Jul-14,18,18535,16821
26-Jul-14,19,18068,16708
26-Jul-14,20,17656,16409
26-Jul-14,21,17881,16567
26-Jul-14,22,17076,15783
26-Jul-14,23,16534,14898
26-Jul-14,24,15831,13919
27-Jul-14,1,15423,13335
27-Jul-14,2,14877,12959
27-Jul-14,3,15021,12647
27-Jul-14,4,15237,12441
27-Jul-14,5,15268,12431
27-Jul-14,6,15118,12394
27-Jul-14,7,15517,12923
27-Jul-14,8,16211,14204
27-Jul-14,9,17083,15066
27-Jul-14,10,17493,15831
27-Jul-14,11,18276,16499
27-Jul-14,12,18658,17021
27-Jul-14,13,18815,17224
27-Jul-14,14,19169,17440
27-Jul-14,15,19618,17756
27-Jul-14,16,20329,18396
27-Jul-14,17,20278,18649
27-Jul-14,18,19933,18590
27-Jul-14,19,19468,18115
27-Jul-14,20,19425,17830
27-Jul-14,21,19251,17482
27-Jul-14,22,18373,16601
27-Jul-14,23,17352,15347
27-Jul-14,24,15920,14147
28-Jul-14,1,15415,13694
28-Jul-14,2,15314,13113
28-Jul-14,3,15764,13100
28-Jul-14,4,15767,12934
28-Jul-14,5,15992,13121
28-Jul-14,6,16146,13916
28-Jul-14,7,17426,14943
28-Jul-14,8,17456,15598
28-Jul-14,9,17990,16156
28-Jul-14,10,18375,16223
28-Jul-14,11,18779,16474
28-Jul-14,12,18673,16392
28-Jul-14,13,19159,16531
28-Jul-14,14,19703,16698
28-Jul-14,15,19766,16780
28-Jul-14,16,19822,16960
28-Jul-14,17,19539,16941
28-Jul-14,18,19089,16633
28-Jul-14,19,18503,16394
28-Jul-14,20,18474,16479
28-Jul-14,21,18622,16522
28-Jul-14,22,18018,15645
28-Jul-14,23,16210,14383
28-Jul-14,24,15894,13442
29-Jul-14,1,15623,12756
29-Jul-14,2,15222,12382
29-Jul-14,3,14905,12205
29-Jul-14,4,14785,12266
29-Jul-14,5,14943,12594
29-Jul-14,6,15763,13449
29-Jul-14,7,17008,14448
29-Jul-14,8,17402,15086
29-Jul-14,9,17419,15357
29-Jul-14,10,17726,15701
29-Jul-14,11,18202,15988
29-Jul-14,12,18332,16145
29-Jul-14,13,18529,16327
29-Jul-14,14,18813,16446
29-Jul-14,15,18681,16458
29-Jul-14,16,18473,16507
29-Jul-14,17,18480,16613
29-Jul-14,18,18323,16444
29-Jul-14,19,18182,16408
29-Jul-14,20,18414,16669
29-Jul-14,21,18376,16653
29-Jul-14,22,17763,15732
29-Jul-14,23,16202,14431
29-Jul-14,24,15666,13362
30-Jul-14,1,15064,12755
30-Jul-14,2,15093,12529
30-Jul-14,3,14726,12350
30-Jul-14,4,14679,12334
30-Jul-14,5,15234,12764
30-Jul-14,6,16232,13718
30-Jul-14,7,17339,14555
30-Jul-14,8,17911,15331
30-Jul-14,9,18323,15980
30-Jul-14,10,18835,16399
30-Jul-14,11,19151,16656
30-Jul-14,12,19327,16883
30-Jul-14,13,19346,16914
30-Jul-14,14,19107,17007
30-Jul-14,15,19079,16893
30-Jul-14,16,19162,16946
30-Jul-14,17,19426,17398
30-Jul-14,18,19139,17244
30-Jul-14,19,18886,17136
30-Jul-14,20,18755,17046
30-Jul-14,21,18982,17293
30-Jul-14,22,17909,16154
30-Jul-14,23,16234,14731
30-Jul-14,24,15896,13756
31-Jul-14,1,15309,13053
31-Jul-14,2,15266,12547
31-Jul-14,3,15161,12264
31-Jul-14,4,15377,12365
31-Jul-14,5,15486,12714
31-Jul-14,6,16079,13473
31-Jul-14,7,17197,14271
31-Jul-14,8,17381,15243
31-Jul-14,9,17704,15726
31-Jul-14,10,18058,16100
31-Jul-14,11,18339,16408
31-Jul-14,12,18422,16530
31-Jul-14,13,18834,16676
31-Jul-14,14,19448,16791
31-Jul-14,15,19366,16851
31-Jul-14,16,19880,17285
31-Jul-14,17,19880,17522
31-Jul-14,18,19762,17515
31-Jul-14,19,19619,17548
31-Jul-14,20,19518,17441
31-Jul-14,21,19556,17628
31-Jul-14,22,18671,16515
31-Jul-14,23,17143,15269
31-Jul-14,24,16546,14070
01-Aug-14,1,15955,13338
01-Aug-14,2,15874,13049
01-Aug-14,3,15525,12788
01-Aug-14,4,15323,12655
01-Aug-14,5,15312,13011
01-Aug-14,6,16043,13556
01-Aug-14,7,17074,14464
01-Aug-14,8,17874,15612
01-Aug-14,9,18737,16439
01-Aug-14,10,19064,16916
01-Aug-14,11,19510,17358
01-Aug-14,12,20015,17764
01-Aug-14,13,20346,18040
01-Aug-14,14,20560,18257
01-Aug-14,15,20905,18403
01-Aug-14,16,20938,18545
01-Aug-14,17,19926,18360
01-Aug-14,18,19554,18044
01-Aug-14,19,19094,17775
01-Aug-14,20,19176,17628
01-Aug-14,21,19216,17688
01-Aug-14,22,17897,16522
01-Aug-14,23,16424,15133
01-Aug-14,24,15881,14027
02-Aug-14,1,15490,13335
02-Aug-14,2,15505,12921
02-Aug-14,3,15186,12640
02-Aug-14,4,15129,12457
02-Aug-14,5,14941,12410
02-Aug-14,6,14826,12450
02-Aug-14,7,14639,12900
02-Aug-14,8,15220,13893
02-Aug-14,9,15949,14695
02-Aug-14,10,16685,15295
02-Aug-14,11,17336,15882
02-Aug-14,12,17811,16273
02-Aug-14,13,18321,16473
02-Aug-14,14,17993,16598
02-Aug-14,15,17922,16633
02-Aug-14,16,17765,16806
02-Aug-14,17,17801,16894
02-Aug-14,18,17604,16702
02-Aug-14,19,17245,16374
02-Aug-14,20,17012,16250
02-Aug-14,21,17139,16417
02-Aug-14,22,16531,15609
02-Aug-14,23,15960,14602
02-Aug-14,24,15797,13757
03-Aug-14,1,14981,13104
03-Aug-14,2,14499,12573
03-Aug-14,3,14225,12292
03-Aug-14,4,13991,12138
03-Aug-14,5,14160,12278
03-Aug-14,6,13989,12169
03-Aug-14,7,14098,12597
03-Aug-14,8,14675,13251
03-Aug-14,9,15012,14006
03-Aug-14,10,15575,14603
03-Aug-14,11,16492,15352
03-Aug-14,12,17298,15833
03-Aug-14,13,17254,16028
03-Aug-14,14,17369,16118
03-Aug-14,15,17568,16331
03-Aug-14,16,17731,16541
03-Aug-14,17,18139,16953
03-Aug-14,18,18074,17015
03-Aug-14,19,18018,16797
03-Aug-14,20,17817,16508
03-Aug-14,21,17990,16810
03-Aug-14,22,16753,15970
03-Aug-14,23,16147,15026
03-Aug-14,24,15607,14055
04-Aug-14,1,14869,13362
04-Aug-14,2,14821,12980
04-Aug-14,3,14692,12716
04-Aug-14,4,14706,12618
04-Aug-14,5,14664,12699
04-Aug-14,6,14424,12683
04-Aug-14,7,15371,13147
04-Aug-14,8,15993,13990
04-Aug-14,9,16892,14993
04-Aug-14,10,17846,15863
04-Aug-14,11,18929,16610
04-Aug-14,12,19804,17317
04-Aug-14,13,20327,17482
04-Aug-14,14,20484,17729
04-Aug-14,15,19829,17459
04-Aug-14,16,19939,17544
04-Aug-14,17,19900,17861
04-Aug-14,18,19381,17471
04-Aug-14,19,19186,17214
04-Aug-14,20,19148,17026
04-Aug-14,21,19028,17357
04-Aug-14,22,18003,16348
04-Aug-14,23,16580,15016
04-Aug-14,24,15573,14033
05-Aug-14,1,15354,13439
05-Aug-14,2,15198,13113
05-Aug-14,3,14927,12966
05-Aug-14,4,14831,12921
05-Aug-14,5,14571,13195
05-Aug-14,6,15359,13927
05-Aug-14,7,16668,15249
05-Aug-14,8,17269,16177
05-Aug-14,9,17699,16593
05-Aug-14,10,18712,17192
05-Aug-14,11,19473,17649
05-Aug-14,12,19682,17547
05-Aug-14,13,19414,17581
05-Aug-14,14,19644,17499
05-Aug-14,15,19997,17692
05-Aug-14,16,20873,18317
05-Aug-14,17,21099,18808
05-Aug-14,18,20642,18668
05-Aug-14,19,19998,18367
05-Aug-14,20,19640,18073
05-Aug-14,21,19476,18186
05-Aug-14,22,18472,16859
05-Aug-14,23,17062,15447
05-Aug-14,24,15866,14162
06-Aug-14,1,15141,13617
06-Aug-14,2,15259,13207
06-Aug-14,3,14918,13006
06-Aug-14,4,14806,12868
06-Aug-14,5,14820,13124
06-Aug-14,6,15586,14019
06-Aug-14,7,17099,15059
06-Aug-14,8,17822,15855
06-Aug-14,9,18384,16502
06-Aug-14,10,18910,16999
06-Aug-14,11,18857,17348
06-Aug-14,12,19483,17555
06-Aug-14,13,19376,17810
06-Aug-14,14,19640,18073
06-Aug-14,15,19788,18277
06-Aug-14,16,20071,18624
06-Aug-14,17,20134,18911
06-Aug-14,18,19802,18539
06-Aug-14,19,19612,18199
06-Aug-14,20,19316,18117
06-Aug-14,21,19472,18100
06-Aug-14,22,18271,16950
06-Aug-14,23,17075,15374
06-Aug-14,24,16019,14322
07-Aug-14,1,15664,13610
07-Aug-14,2,15344,13145
07-Aug-14,3,15039,12849
07-Aug-14,4,14930,12863
07-Aug-14,5,15353,13195
07-Aug-14,6,15845,13983
07-Aug-14,7,17329,15127
07-Aug-14,8,18036,16102
07-Aug-14,9,18467,16631
07-Aug-14,10,18646,17011
07-Aug-14,11,18821,17368
07-Aug-14,12,19027,17590
07-Aug-14,13,19340,17938
07-Aug-14,14,19262,17905
07-Aug-14,15,19407,18003
07-Aug-14,16,20151,18245
07-Aug-14,17,20137,18420
07-Aug-14,18,20068,18205
07-Aug-14,19,19488,17942
07-Aug-14,20,19527,17941
07-Aug-14,21,19682,17997
07-Aug-14,22,18535,16760
07-Aug-14,23,17066,15295
07-Aug-14,24,15828,14224
08-Aug-14,1,15417,13514
08-Aug-14,2,15204,13076
08-Aug-14,3,15046,12839
08-Aug-14,4,15034,12718
08-Aug-14,5,15290,13108
08-Aug-14,6,15458,13741
08-Aug-14,7,16968,14653
08-Aug-14,8,17497,15505
08-Aug-14,9,17927,16058
08-Aug-14,10,18318,16571
08-Aug-14,11,18733,17010
08-Aug-14,12,18995,17223
08-Aug-14,13,19444,17476
08-Aug-14,14,19542,17653
08-Aug-14,15,19944,17871
08-Aug-14,16,20163,18182
08-Aug-14,17,20379,18437
08-Aug-14,18,20004,18332
08-Aug-14,19,19568,18148
08-Aug-14,20,19362,17913
08-Aug-14,21,19180,17665
08-Aug-14,22,18110,16433
08-Aug-14,23,16567,15047
08-Aug-14,24,15621,13927
09-Aug-14,1,15110,13138
09-Aug-14,2,14875,12758
09-Aug-14,3,14592,12375
09-Aug-14,4,14733,12236
09-Aug-14,5,14453,12290
09-Aug-14,6,14559,12378
09-Aug-14,7,14843,12839
09-Aug-14,8,15822,13767
09-Aug-14,9,16766,14724
09-Aug-14,10,17273,15419
09-Aug-14,11,17386,15834
09-Aug-14,12,17251,16022
09-Aug-14,13,17461,16252
09-Aug-14,14,17656,16371
09-Aug-14,15,17890,16514
09-Aug-14,16,18235,16897
09-Aug-14,17,18938,17430
09-Aug-14,18,18979,17525
09-Aug-14,19,18752,17351
09-Aug-14,20,18116,16930
09-Aug-14,21,17945,16829
09-Aug-14,22,17300,15818
09-Aug-14,23,16588,14725
09-Aug-14,24,15742,13692
10-Aug-14,1,15201,12982
10-Aug-14,2,15233,12492
10-Aug-14,3,14913,12134
10-Aug-14,4,15023,12028
10-Aug-14,5,14978,12010
10-Aug-14,6,14844,11866
10-Aug-14,7,14268,12136
10-Aug-14,8,15512,13129
10-Aug-14,9,16350,14263
10-Aug-14,10,17283,15066
10-Aug-14,11,17395,15596
10-Aug-14,12,17396,16162
10-Aug-14,13,17733,16308
10-Aug-14,14,17973,16677
10-Aug-14,15,18538,17106
10-Aug-14,16,19215,17711
10-Aug-14,17,19595,18225
10-Aug-14,18,19619,18362
10-Aug-14,19,19433,18117
10-Aug-14,20,19358,17922
10-Aug-14,21,18998,17804
10-Aug-14,22,17907,16777
10-Aug-14,23,16825,15350
10-Aug-14,24,16769,14367
11-Aug-14,1,16227,13666
11-Aug-14,2,16278,13291
11-Aug-14,3,15973,13103
11-Aug-14,4,16080,13059
11-Aug-14,5,16135,13416
11-Aug-14,6,16813,14395
11-Aug-14,7,18101,15559
11-Aug-14,8,18830,16635
11-Aug-14,9,19546,17509
11-Aug-14,10,19902,18211
11-Aug-14,11,20400,18824
11-Aug-14,12,21394,19324
11-Aug-14,13,21736,19767
11-Aug-14,14,21796,19466
11-Aug-14,15,21392,19355
11-Aug-14,16,21892,19535
11-Aug-14,17,21901,19617
11-Aug-14,18,21470,19392
11-Aug-14,19,20934,19058
