Date,Hour,Total Market Demand,Ontario Demand
01-Jan-14,1,18266,15862
01-Jan-14,2,17705,15462
01-Jan-14,3,17582,15182
01-Jan-14,4,17311,14925
01-Jan-14,5,17090,14807
01-Jan-14,6,17029,14934
01-Jan-14,7,17053,15246
01-Jan-14,8,17044,15510
01-Jan-14,9,17309,15675
01-Jan-14,10,18117,16018
01-Jan-14,11,18794,16479
01-Jan-14,12,19299,16950
01-Jan-14,13,19284,17048
01-Jan-14,14,18776,17040
01-Jan-14,15,18639,16957
01-Jan-14,16,18683,17226
01-Jan-14,17,20454,18112
01-Jan-14,18,21673,19519
01-Jan-14,19,21439,19406
01-Jan-14,20,20756,18976
01-Jan-14,21,20025,18685
01-Jan-14,22,19772,18275
01-Jan-14,23,19109,17480
01-Jan-14,24,18263,16458
02-Jan-14,1,18163,15778
02-Jan-14,2,17909,15629
02-Jan-14,3,18125,15524
02-Jan-14,4,17973,15472
02-Jan-14,5,18064,15730
02-Jan-14,6,18944,16345
02-Jan-14,7,20019,17659
02-Jan-14,8,21422,18728
02-Jan-14,9,22123,19438
02-Jan-14,10,22641,19980
02-Jan-14,11,23600,20440
02-Jan-14,12,23543,20696
02-Jan-14,13,23256,20718
02-Jan-14,14,23277,20651
02-Jan-14,15,23141,20576
02-Jan-14,16,23224,20543
02-Jan-14,17,23198,21276
02-Jan-14,18,23851,22476
02-Jan-14,19,23871,22320
02-Jan-14,20,23809,21981
02-Jan-14,21,23844,21933
02-Jan-14,22,23288,21156
02-Jan-14,23,22351,19946
02-Jan-14,24,21053,18756
03-Jan-14,1,20814,17878
03-Jan-14,2,20339,17383
03-Jan-14,3,20070,17163
03-Jan-14,4,19944,17102
03-Jan-14,5,20501,17165
03-Jan-14,6,21012,17611
03-Jan-14,7,21636,18647
03-Jan-14,8,22161,19627
03-Jan-14,9,22532,20002
03-Jan-14,10,23491,20422
03-Jan-14,11,23494,20428
03-Jan-14,12,22864,20253
03-Jan-14,13,22987,19992
03-Jan-14,14,22814,19808
03-Jan-14,15,22773,19590
03-Jan-14,16,22517,19652
03-Jan-14,17,23251,20447
03-Jan-14,18,24387,21852
03-Jan-14,19,24822,22113
03-Jan-14,20,24717,21729
03-Jan-14,21,24581,21268
03-Jan-14,22,23757,20505
03-Jan-14,23,22805,19249
03-Jan-14,24,21788,17931
04-Jan-14,1,20944,17011
04-Jan-14,2,20777,16507
04-Jan-14,3,20359,16043
04-Jan-14,4,20194,15874
04-Jan-14,5,20416,15853
04-Jan-14,6,20436,16120
04-Jan-14,7,20560,16344
04-Jan-14,8,21181,16996
04-Jan-14,9,21569,17411
04-Jan-14,10,21504,17583
04-Jan-14,11,21651,17929
04-Jan-14,12,21816,17924
04-Jan-14,13,21019,17827
04-Jan-14,14,20775,17652
04-Jan-14,15,20094,17584
04-Jan-14,16,19785,17632
04-Jan-14,17,21169,18466
04-Jan-14,18,23027,19957
04-Jan-14,19,22954,19699
04-Jan-14,20,21672,18952
04-Jan-14,21,20746,18604
04-Jan-14,22,19980,17967
04-Jan-14,23,19504,17153
04-Jan-14,24,18581,16239
05-Jan-14,1,18159,15497
05-Jan-14,2,17168,14922
05-Jan-14,3,16726,14692
05-Jan-14,4,16402,14566
05-Jan-14,5,16600,14538
05-Jan-14,6,17028,14705
05-Jan-14,7,16731,15055
05-Jan-14,8,17232,15555
05-Jan-14,9,17781,15983
05-Jan-14,10,18524,16599
05-Jan-14,11,19176,17255
05-Jan-14,12,19601,17393
05-Jan-14,13,19815,17535
05-Jan-14,14,19877,17428
05-Jan-14,15,19618,17357
05-Jan-14,16,19999,17756
05-Jan-14,17,20736,18691
05-Jan-14,18,22399,20056
05-Jan-14,19,22530,19888
05-Jan-14,20,21621,19257
05-Jan-14,21,20932,18853
05-Jan-14,22,20182,18151
05-Jan-14,23,18913,17090
05-Jan-14,24,17688,16070
06-Jan-14,1,16702,15471
06-Jan-14,2,16890,14919
06-Jan-14,3,16843,14672
06-Jan-14,4,16970,14449
06-Jan-14,5,17316,14649
06-Jan-14,6,17642,15481
06-Jan-14,7,18476,16692
06-Jan-14,8,20204,18207
06-Jan-14,9,20650,18478
06-Jan-14,10,21046,18562
06-Jan-14,11,21147,18762
06-Jan-14,12,20963,18821
06-Jan-14,13,20835,18760
06-Jan-14,14,21303,18865
06-Jan-14,15,21448,18982
06-Jan-14,16,21695,19266
06-Jan-14,17,22613,20263
06-Jan-14,18,24279,21736
06-Jan-14,19,24338,21834
06-Jan-14,20,24205,21686
06-Jan-14,21,23877,21356
06-Jan-14,22,23146,20454
06-Jan-14,23,22184,19328
06-Jan-14,24,20638,18001
07-Jan-14,1,20055,17347
07-Jan-14,2,19697,16909
07-Jan-14,3,19608,16786
07-Jan-14,4,19655,16777
07-Jan-14,5,19820,17042
07-Jan-14,6,21081,17760
07-Jan-14,7,22873,19030
07-Jan-14,8,24186,20467
07-Jan-14,9,24204,20767
07-Jan-14,10,23245,20283
07-Jan-14,11,23380,20515
07-Jan-14,12,23494,20594
07-Jan-14,13,23960,20647
07-Jan-14,14,23849,20586
07-Jan-14,15,23677,20373
07-Jan-14,16,23833,20575
07-Jan-14,17,24488,21390
07-Jan-14,18,25798,22507
07-Jan-14,19,25980,22774
07-Jan-14,20,25777,22438
07-Jan-14,21,25576,22120
07-Jan-14,22,24082,21100
07-Jan-14,23,23170,19966
07-Jan-14,24,21434,18734
08-Jan-14,1,20056,17675
08-Jan-14,2,20014,17259
08-Jan-14,3,20053,17034
08-Jan-14,4,20222,16944
08-Jan-14,5,20720,17024
08-Jan-14,6,21507,17710
08-Jan-14,7,22188,19123
08-Jan-14,8,23535,20397
08-Jan-14,9,23315,20503
08-Jan-14,10,22664,20304
08-Jan-14,11,22169,20042
08-Jan-14,12,22261,19895
08-Jan-14,13,22207,19612
08-Jan-14,14,22637,19705
08-Jan-14,15,21973,19600
08-Jan-14,16,22467,19935
08-Jan-14,17,23125,20771
08-Jan-14,18,24173,21794
08-Jan-14,19,24570,21735
08-Jan-14,20,23937,21564
08-Jan-14,21,23353,21202
08-Jan-14,22,22405,20291
08-Jan-14,23,21485,19189
08-Jan-14,24,20102,17896
09-Jan-14,1,19427,17117
09-Jan-14,2,18812,16673
09-Jan-14,3,18475,16352
09-Jan-14,4,18429,16397
09-Jan-14,5,18163,16509
09-Jan-14,6,19073,17266
09-Jan-14,7,20337,18547
09-Jan-14,8,22420,20136
09-Jan-14,9,22085,19832
09-Jan-14,10,21681,19371
09-Jan-14,11,21107,19136
09-Jan-14,12,21468,18917
09-Jan-14,13,20951,18680
09-Jan-14,14,20905,18637
09-Jan-14,15,20662,18472
09-Jan-14,16,20748,18916
09-Jan-14,17,21954,19911
09-Jan-14,18,23586,21346
09-Jan-14,19,23407,21419
09-Jan-14,20,22687,21049
09-Jan-14,21,22605,20846
09-Jan-14,22,21862,20066
09-Jan-14,23,20150,18724
09-Jan-14,24,18678,17428
10-Jan-14,1,17907,16428
10-Jan-14,2,17552,16161
10-Jan-14,3,17329,15739
10-Jan-14,4,17015,15602
10-Jan-14,5,17488,15747
10-Jan-14,6,18277,16544
10-Jan-14,7,19913,17749
10-Jan-14,8,20941,19176
10-Jan-14,9,21111,19266
10-Jan-14,10,20812,19070
10-Jan-14,11,20724,19209
10-Jan-14,12,20431,19103
10-Jan-14,13,20469,18953
10-Jan-14,14,20286,18893
10-Jan-14,15,20299,18661
10-Jan-14,16,20098,18521
10-Jan-14,17,20181,19013
10-Jan-14,18,21003,19827
10-Jan-14,19,21487,19637
10-Jan-14,20,21041,19064
10-Jan-14,21,20375,18649
10-Jan-14,22,19052,18063
10-Jan-14,23,17900,17086
10-Jan-14,24,17188,15808
11-Jan-14,1,16957,14881
11-Jan-14,2,16908,14370
11-Jan-14,3,16672,14090
11-Jan-14,4,16371,14033
11-Jan-14,5,16209,13873
11-Jan-14,6,16106,14073
11-Jan-14,7,16391,14569
11-Jan-14,8,16506,15278
11-Jan-14,9,17187,16101
11-Jan-14,10,18144,16828
11-Jan-14,11,18931,17392
11-Jan-14,12,19040,17484
11-Jan-14,13,18764,17483
11-Jan-14,14,18474,17359
11-Jan-14,15,18497,17128
11-Jan-14,16,18339,16984
11-Jan-14,17,18831,17472
11-Jan-14,18,19512,18295
11-Jan-14,19,19573,18169
11-Jan-14,20,18884,17610
11-Jan-14,21,18621,17201
11-Jan-14,22,18157,16703
11-Jan-14,23,17682,15950
11-Jan-14,24,16910,15096
12-Jan-14,1,16481,14363
12-Jan-14,2,16479,13865
12-Jan-14,3,16253,13549
12-Jan-14,4,16303,13414
12-Jan-14,5,16000,13381
12-Jan-14,6,16164,13572
12-Jan-14,7,15928,13933
12-Jan-14,8,16671,14581
12-Jan-14,9,16977,15296
12-Jan-14,10,17145,15875
12-Jan-14,11,17483,16292
12-Jan-14,12,17376,16351
12-Jan-14,13,17505,16442
12-Jan-14,14,17666,16357
12-Jan-14,15,17672,16244
12-Jan-14,16,18263,16373
12-Jan-14,17,18374,17182
12-Jan-14,18,19607,18406
12-Jan-14,19,19813,18632
12-Jan-14,20,19446,18289
12-Jan-14,21,19115,17856
12-Jan-14,22,18321,17132
12-Jan-14,23,17772,16184
12-Jan-14,24,17406,15289
13-Jan-14,1,16964,14370
13-Jan-14,2,16609,13957
13-Jan-14,3,16393,13800
13-Jan-14,4,16030,13822
13-Jan-14,5,16461,13926
13-Jan-14,6,16556,14501
13-Jan-14,7,17249,15880
13-Jan-14,8,18844,17592
13-Jan-14,9,18905,17639
13-Jan-14,10,18732,17422
13-Jan-14,11,18851,17374
13-Jan-14,12,19016,17398
13-Jan-14,13,19332,17410
13-Jan-14,14,19689,17376
13-Jan-14,15,20010,17407
13-Jan-14,16,19859,17585
13-Jan-14,17,20209,18389
13-Jan-14,18,20948,19386
13-Jan-14,19,20896,19323
13-Jan-14,20,20792,19145
13-Jan-14,21,20437,18802
13-Jan-14,22,18954,17923
13-Jan-14,23,17871,16690
13-Jan-14,24,16792,15384
14-Jan-14,1,16082,14487
14-Jan-14,2,15537,14057
14-Jan-14,3,16099,13952
14-Jan-14,4,15872,13848
14-Jan-14,5,16102,13953
14-Jan-14,6,16797,14671
14-Jan-14,7,17693,16157
14-Jan-14,8,19183,17689
14-Jan-14,9,19355,17879
14-Jan-14,10,18835,17588
14-Jan-14,11,18562,17442
14-Jan-14,12,18461,17257
14-Jan-14,13,18155,17004
14-Jan-14,14,18242,16957
14-Jan-14,15,18321,16863
14-Jan-14,16,18613,17163
14-Jan-14,17,19461,18103
14-Jan-14,18,20675,19336
14-Jan-14,19,21200,19805
14-Jan-14,20,20825,19506
14-Jan-14,21,20088,19179
14-Jan-14,22,19315,18383
14-Jan-14,23,18057,17110
14-Jan-14,24,17118,15875
15-Jan-14,1,16686,14972
15-Jan-14,2,16259,14501
15-Jan-14,3,16014,14256
15-Jan-14,4,16043,14295
15-Jan-14,5,16285,14391
15-Jan-14,6,17171,15260
15-Jan-14,7,18276,16555
15-Jan-14,8,18658,17941
15-Jan-14,9,19607,18323
15-Jan-14,10,19495,18163
15-Jan-14,11,19687,18290
15-Jan-14,12,19930,18430
15-Jan-14,13,19946,18363
15-Jan-14,14,20146,18371
15-Jan-14,15,20394,18380
15-Jan-14,16,20640,18638
15-Jan-14,17,21179,19708
15-Jan-14,18,21686,20346
15-Jan-14,19,21556,20330
15-Jan-14,20,21560,20278
15-Jan-14,21,21388,20085
15-Jan-14,22,20358,19308
15-Jan-14,23,18636,17887
15-Jan-14,24,17598,16579
16-Jan-14,1,16736,15796
16-Jan-14,2,16773,15353
16-Jan-14,3,16736,14959
16-Jan-14,4,16695,14931
16-Jan-14,5,16791,15133
16-Jan-14,6,17300,15675
16-Jan-14,7,18580,17075
16-Jan-14,8,20048,18488
16-Jan-14,9,20268,18604
16-Jan-14,10,19898,18459
16-Jan-14,11,19595,18299
16-Jan-14,12,19872,18244
16-Jan-14,13,20183,18272
16-Jan-14,14,20366,18234
16-Jan-14,15,20276,18195
16-Jan-14,16,20358,18537
16-Jan-14,17,20943,19354
16-Jan-14,18,22168,20280
16-Jan-14,19,21796,20305
16-Jan-14,20,21765,20140
16-Jan-14,21,21414,19822
16-Jan-14,22,19983,19036
16-Jan-14,23,19023,17857
16-Jan-14,24,18486,16700
17-Jan-14,1,17982,15728
17-Jan-14,2,17688,15330
17-Jan-14,3,17371,15040
17-Jan-14,4,17592,15018
17-Jan-14,5,17608,14991
17-Jan-14,6,18108,15496
17-Jan-14,7,18973,16994
17-Jan-14,8,19864,18289
17-Jan-14,9,19986,18644
17-Jan-14,10,20167,18581
17-Jan-14,11,20163,18632
17-Jan-14,12,20276,18491
17-Jan-14,13,19685,18392
17-Jan-14,14,19425,18186
17-Jan-14,15,19006,17990
17-Jan-14,16,19367,18191
17-Jan-14,17,19528,18570
17-Jan-14,18,21080,19602
17-Jan-14,19,20601,19607
17-Jan-14,20,20511,19253
17-Jan-14,21,19664,19016
17-Jan-14,22,18972,18240
17-Jan-14,23,18495,17292
17-Jan-14,24,17261,16121
18-Jan-14,1,17080,15223
18-Jan-14,2,16469,14664
18-Jan-14,3,16304,14371
18-Jan-14,4,16791,14345
18-Jan-14,5,16830,14276
18-Jan-14,6,16591,14602
18-Jan-14,7,17007,15215
18-Jan-14,8,17768,16059
18-Jan-14,9,18502,16746
18-Jan-14,10,19113,17324
18-Jan-14,11,19198,17554
18-Jan-14,12,19104,17528
18-Jan-14,13,19348,17487
18-Jan-14,14,19008,17232
18-Jan-14,15,19124,17270
18-Jan-14,16,19405,17400
18-Jan-14,17,19966,17996
18-Jan-14,18,21202,18982
18-Jan-14,19,21630,19333
18-Jan-14,20,21010,18818
18-Jan-14,21,20780,18434
18-Jan-14,22,19778,17899
18-Jan-14,23,18767,16943
18-Jan-14,24,17904,16099
19-Jan-14,1,17551,15353
19-Jan-14,2,17014,14817
19-Jan-14,3,17041,14499
19-Jan-14,4,17095,14442
19-Jan-14,5,16970,14545
19-Jan-14,6,17303,14827
19-Jan-14,7,17619,15266
19-Jan-14,8,18026,15681
19-Jan-14,9,18803,16287
19-Jan-14,10,19265,16855
19-Jan-14,11,19606,17236
19-Jan-14,12,19682,17451
19-Jan-14,13,19898,17775
19-Jan-14,14,20021,17891
19-Jan-14,15,20254,18000
19-Jan-14,16,20242,18083
19-Jan-14,17,20669,18727
19-Jan-14,18,21394,19621
19-Jan-14,19,21332,19651
19-Jan-14,20,20954,19097
19-Jan-14,21,20450,18704
19-Jan-14,22,19980,18045
19-Jan-14,23,19013,17118
19-Jan-14,24,17903,16154
20-Jan-14,1,17162,15487
20-Jan-14,2,16645,15049
20-Jan-14,3,16512,14919
20-Jan-14,4,16634,14951
20-Jan-14,5,17149,15206
20-Jan-14,6,17799,16015
20-Jan-14,7,18968,17280
20-Jan-14,8,20706,18980
20-Jan-14,9,21304,19241
20-Jan-14,10,21653,19476
20-Jan-14,11,21406,19584
20-Jan-14,12,21556,19452
20-Jan-14,13,21764,19384
20-Jan-14,14,21871,19326
20-Jan-14,15,21640,19082
20-Jan-14,16,21822,19315
20-Jan-14,17,22576,20377
20-Jan-14,18,23321,21527
20-Jan-14,19,23741,21868
20-Jan-14,20,23681,21857
20-Jan-14,21,23496,21651
20-Jan-14,22,22610,20650
20-Jan-14,23,20958,19239
20-Jan-14,24,19735,18123
21-Jan-14,1,19518,17413
21-Jan-14,2,19511,17093
21-Jan-14,3,19195,16967
21-Jan-14,4,19066,17001
21-Jan-14,5,19416,17123
21-Jan-14,6,20430,17896
21-Jan-14,7,21888,19144
21-Jan-14,8,23533,20877
21-Jan-14,9,23238,20717
21-Jan-14,10,22793,20423
21-Jan-14,11,22307,20384
21-Jan-14,12,22527,20326
21-Jan-14,13,22231,19973
21-Jan-14,14,22659,19986
21-Jan-14,15,22599,19845
21-Jan-14,16,22067,19885
21-Jan-14,17,22813,20862
21-Jan-14,18,24027,22209
21-Jan-14,19,24425,22552
21-Jan-14,20,23902,22268
21-Jan-14,21,23883,22194
21-Jan-14,22,23950,21492
21-Jan-14,23,22605,20193
21-Jan-14,24,21390,19049
22-Jan-14,1,21669,18268
22-Jan-14,2,21372,17955
22-Jan-14,3,20976,17865
22-Jan-14,4,21042,17922
22-Jan-14,5,21375,18045
22-Jan-14,6,21891,18577
22-Jan-14,7,22362,19724
22-Jan-14,8,23328,21276
22-Jan-14,9,22935,21093
22-Jan-14,10,23587,20905
22-Jan-14,11,23467,20716
22-Jan-14,12,23673,20620
22-Jan-14,13,23332,20354
22-Jan-14,14,23352,20233
22-Jan-14,15,23288,20049
22-Jan-14,16,23123,20416
22-Jan-14,17,23848,21303
22-Jan-14,18,24671,22508
22-Jan-14,19,24555,22737
22-Jan-14,20,24771,22566
22-Jan-14,21,24094,22192
22-Jan-14,22,23457,21376
22-Jan-14,23,22680,20128
22-Jan-14,24,21882,18923
23-Jan-14,1,21559,18221
23-Jan-14,2,21508,17821
23-Jan-14,3,21100,17594
23-Jan-14,4,20898,17447
23-Jan-14,5,21452,17662
23-Jan-14,6,21767,18198
23-Jan-14,7,23187,19591
23-Jan-14,8,24680,20985
23-Jan-14,9,23924,21023
23-Jan-14,10,23963,20781
23-Jan-14,11,23989,20697
23-Jan-14,12,23236,20515
23-Jan-14,13,23224,20411
23-Jan-14,14,22618,20207
23-Jan-14,15,23034,20062
23-Jan-14,16,23335,20255
23-Jan-14,17,24059,20984
23-Jan-14,18,24838,22055
23-Jan-14,19,25446,22489
23-Jan-14,20,25242,22423
23-Jan-14,21,25164,22170
23-Jan-14,22,24927,21482
23-Jan-14,23,23692,20318
23-Jan-14,24,21705,19083
24-Jan-14,1,21921,18243
24-Jan-14,2,21608,17741
24-Jan-14,3,21646,17656
24-Jan-14,4,21468,17436
24-Jan-14,5,21422,17649
24-Jan-14,6,22032,18172
24-Jan-14,7,23789,19621
24-Jan-14,8,24590,20818
24-Jan-14,9,24371,20644
24-Jan-14,10,24483,20345
24-Jan-14,11,24156,20470
24-Jan-14,12,23910,20567
24-Jan-14,13,23681,20385
24-Jan-14,14,23645,20430
24-Jan-14,15,23444,20268
24-Jan-14,16,23638,20202
24-Jan-14,17,23777,20782
24-Jan-14,18,24872,21891
24-Jan-14,19,25052,21966
24-Jan-14,20,25204,21723
24-Jan-14,21,24308,21332
24-Jan-14,22,23337,20699
24-Jan-14,23,22308,19373
24-Jan-14,24,21427,18267
25-Jan-14,1,20397,17136
25-Jan-14,2,19866,16633
25-Jan-14,3,19732,16283
25-Jan-14,4,19369,16029
25-Jan-14,5,19258,15956
25-Jan-14,6,18950,16279
25-Jan-14,7,19789,16715
25-Jan-14,8,20319,17419
25-Jan-14,9,21096,18150
25-Jan-14,10,21604,18577
25-Jan-14,11,21854,18899
25-Jan-14,12,21895,19020
25-Jan-14,13,21533,18897
25-Jan-14,14,21674,18635
25-Jan-14,15,21642,18465
25-Jan-14,16,21667,18466
25-Jan-14,17,22613,18865
25-Jan-14,18,23646,20164
25-Jan-14,19,24028,20598
25-Jan-14,20,23340,20003
25-Jan-14,21,22930,19408
25-Jan-14,22,22039,18952
25-Jan-14,23,21082,18226
25-Jan-14,24,19745,17331
26-Jan-14,1,18710,16582
26-Jan-14,2,18373,16175
26-Jan-14,3,18404,16133
26-Jan-14,4,18176,16056
26-Jan-14,5,17798,16176
26-Jan-14,6,18031,16370
26-Jan-14,7,18500,16868
26-Jan-14,8,19292,17456
26-Jan-14,9,19842,18039
26-Jan-14,10,20267,18343
26-Jan-14,11,20603,18541
26-Jan-14,12,20255,18684
26-Jan-14,13,20819,18729
26-Jan-14,14,20858,18794
26-Jan-14,15,21131,18993
26-Jan-14,16,21440,19354
26-Jan-14,17,22622,20074
26-Jan-14,18,23839,21138
26-Jan-14,19,24105,21045
26-Jan-14,20,23416,20510
26-Jan-14,21,22985,19947
26-Jan-14,22,22446,19178
26-Jan-14,23,21468,18270
26-Jan-14,24,20012,17241
27-Jan-14,1,18245,16458
27-Jan-14,2,17654,16028
27-Jan-14,3,17762,15972
27-Jan-14,4,18321,16062
27-Jan-14,5,18729,16211
27-Jan-14,6,19383,16949
27-Jan-14,7,21344,18311
27-Jan-14,8,22472,19685
27-Jan-14,9,22203,19843
27-Jan-14,10,21161,19360
27-Jan-14,11,21279,19341
27-Jan-14,12,20985,19286
27-Jan-14,13,20967,19368
27-Jan-14,14,21180,19413
27-Jan-14,15,21165,19345
27-Jan-14,16,21402,19606
27-Jan-14,17,22124,20394
27-Jan-14,18,24237,21591
27-Jan-14,19,24694,22056
27-Jan-14,20,25047,22025
27-Jan-14,21,24426,21534
27-Jan-14,22,23863,20872
27-Jan-14,23,22232,19844
27-Jan-14,24,20560,18582
28-Jan-14,1,20219,17807
28-Jan-14,2,19694,17332
28-Jan-14,3,19859,17317
28-Jan-14,4,19829,17271
28-Jan-14,5,20495,17554
28-Jan-14,6,21192,18153
28-Jan-14,7,22664,19434
28-Jan-14,8,23861,20632
28-Jan-14,9,23847,20650
28-Jan-14,10,23078,20233
28-Jan-14,11,21992,19972
28-Jan-14,12,21524,19659
28-Jan-14,13,21451,19582
28-Jan-14,14,21384,19526
28-Jan-14,15,21691,19597
28-Jan-14,16,22187,19880
28-Jan-14,17,23595,20753
28-Jan-14,18,24948,21903
28-Jan-14,19,25450,22383
28-Jan-14,20,25296,22283
28-Jan-14,21,24671,21937
28-Jan-14,22,23447,21184
28-Jan-14,23,22176,19908
28-Jan-14,24,20448,18486
29-Jan-14,1,20191,17764
29-Jan-14,2,19651,17527
29-Jan-14,3,19579,17329
29-Jan-14,4,19757,17258
29-Jan-14,5,20528,17436
29-Jan-14,6,21043,17955
29-Jan-14,7,21829,19237
29-Jan-14,8,22703,20660
29-Jan-14,9,22675,20586
29-Jan-14,10,23030,20376
29-Jan-14,11,22945,20426
29-Jan-14,12,23261,20340
29-Jan-14,13,22402,20012
29-Jan-14,14,22153,19742
29-Jan-14,15,22328,19604
29-Jan-14,16,22170,19741
29-Jan-14,17,23090,20514
29-Jan-14,18,24219,21508
29-Jan-14,19,24587,22061
29-Jan-14,20,24710,21955
29-Jan-14,21,24126,21582
29-Jan-14,22,23712,20841
29-Jan-14,23,22272,19355
29-Jan-14,24,20980,18159
30-Jan-14,1,20105,17365
30-Jan-14,2,20024,16966
30-Jan-14,3,19561,16615
30-Jan-14,4,19758,16546
30-Jan-14,5,20001,16720
30-Jan-14,6,20698,17345
30-Jan-14,7,22149,18765
30-Jan-14,8,22961,19975
30-Jan-14,9,23135,20044
30-Jan-14,10,22789,19514
30-Jan-14,11,22374,19258
30-Jan-14,12,21948,19149
30-Jan-14,13,21684,19032
30-Jan-14,14,21175,19112
30-Jan-14,15,21446,19236
30-Jan-14,16,21832,19441
30-Jan-14,17,21998,19942
30-Jan-14,18,22866,20701
30-Jan-14,19,23435,21297
30-Jan-14,20,22636,20957
30-Jan-14,21,22262,20531
30-Jan-14,22,21677,19679
30-Jan-14,23,20785,18575
30-Jan-14,24,19943,17565
31-Jan-14,1,19586,16639
31-Jan-14,2,18452,16106
31-Jan-14,3,18404,15713
31-Jan-14,4,18274,15577
31-Jan-14,5,18159,15719
31-Jan-14,6,18791,16425
31-Jan-14,7,19644,17548
31-Jan-14,8,20895,18851
31-Jan-14,9,21112,19038
31-Jan-14,10,20996,18996
31-Jan-14,11,20810,18893
31-Jan-14,12,20477,18697
31-Jan-14,13,20103,18544
31-Jan-14,14,19813,18306
31-Jan-14,15,19576,18198
31-Jan-14,16,19615,18299
31-Jan-14,17,20009,18698
31-Jan-14,18,20931,19621
31-Jan-14,19,21421,20051
31-Jan-14,20,20877,19639
31-Jan-14,21,20544,19252
31-Jan-14,22,20004,18734
31-Jan-14,23,19124,17814
31-Jan-14,24,18173,16568
01-Feb-14,1,17343,15845
01-Feb-14,2,17052,15304
01-Feb-14,3,17272,15038
01-Feb-14,4,17225,14926
01-Feb-14,5,16939,14948
01-Feb-14,6,17347,15274
01-Feb-14,7,17604,15856
01-Feb-14,8,18309,16738
01-Feb-14,9,18988,17444
01-Feb-14,10,19584,18030
01-Feb-14,11,20055,18482
01-Feb-14,12,20081,18314
01-Feb-14,13,20248,18441
01-Feb-14,14,19919,18340
01-Feb-14,15,19406,18211
01-Feb-14,16,19453,18299
01-Feb-14,17,20358,18769
01-Feb-14,18,20760,19495
01-Feb-14,19,20261,19403
01-Feb-14,20,19856,18950
01-Feb-14,21,19443,18459
01-Feb-14,22,18939,17874
01-Feb-14,23,18012,16998
01-Feb-14,24,17424,16052
02-Feb-14,1,17236,15284
02-Feb-14,2,16916,14810
02-Feb-14,3,16509,14361
02-Feb-14,4,16384,14205
02-Feb-14,5,16173,14216
02-Feb-14,6,16463,14384
02-Feb-14,7,16658,14734
02-Feb-14,8,17179,15406
02-Feb-14,9,17726,16038
02-Feb-14,10,18302,16610
02-Feb-14,11,18604,17096
02-Feb-14,12,18840,17369
02-Feb-14,13,18765,17536
02-Feb-14,14,18985,17493
02-Feb-14,15,18987,17460
02-Feb-14,16,18965,17427
02-Feb-14,17,19438,17890
02-Feb-14,18,20095,18907
02-Feb-14,19,20542,19390
02-Feb-14,20,20002,18880
02-Feb-14,21,19769,18574
02-Feb-14,22,19059,18039
02-Feb-14,23,18065,17223
02-Feb-14,24,17505,16326
03-Feb-14,1,16981,15741
03-Feb-14,2,16343,15309
03-Feb-14,3,16937,15155
03-Feb-14,4,16705,15079
03-Feb-14,5,17272,15372
03-Feb-14,6,18005,16146
03-Feb-14,7,19280,17636
03-Feb-14,8,20386,19131
03-Feb-14,9,20226,19210
03-Feb-14,10,20304,19090
03-Feb-14,11,20398,18866
03-Feb-14,12,20003,18610
03-Feb-14,13,19763,18308
03-Feb-14,14,19859,18331
03-Feb-14,15,19546,18109
03-Feb-14,16,19882,18323
03-Feb-14,17,20256,19028
03-Feb-14,18,21335,20033
03-Feb-14,19,22228,20883
03-Feb-14,20,22259,20839
03-Feb-14,21,21672,20546
03-Feb-14,22,20819,19713
03-Feb-14,23,19852,18671
03-Feb-14,24,18792,17363
04-Feb-14,1,18237,16724
04-Feb-14,2,18261,16292
04-Feb-14,3,18010,16094
04-Feb-14,4,17945,16070
04-Feb-14,5,18043,16155
04-Feb-14,6,18260,17108
04-Feb-14,7,19017,18319
04-Feb-14,8,20517,19818
04-Feb-14,9,20460,19764
04-Feb-14,10,20334,19389
04-Feb-14,11,20386,19013
04-Feb-14,12,20306,18965
04-Feb-14,13,20109,18832
04-Feb-14,14,20312,18745
04-Feb-14,15,20273,18490
04-Feb-14,16,20662,18818
04-Feb-14,17,21169,19559
04-Feb-14,18,22132,20581
04-Feb-14,19,22540,21085
04-Feb-14,20,21996,20648
04-Feb-14,21,21773,20310
04-Feb-14,22,20742,19567
04-Feb-14,23,19512,18320
04-Feb-14,24,18749,17220
05-Feb-14,1,18189,16335
05-Feb-14,2,18331,16007
05-Feb-14,3,18176,15767
05-Feb-14,4,18212,15670
05-Feb-14,5,18106,15764
05-Feb-14,6,18903,16430
05-Feb-14,7,18754,17678
05-Feb-14,8,20211,18945
05-Feb-14,9,19705,19127
05-Feb-14,10,20722,19464
05-Feb-14,11,21185,19656
05-Feb-14,12,21407,19797
05-Feb-14,13,20894,19563
05-Feb-14,14,20723,19343
05-Feb-14,15,20487,19212
05-Feb-14,16,20087,19232
05-Feb-14,17,20632,19543
05-Feb-14,18,21934,20586
05-Feb-14,19,22564,21268
05-Feb-14,20,22849,21249
05-Feb-14,21,22266,21008
05-Feb-14,22,21102,20074
05-Feb-14,23,20361,18947
05-Feb-14,24,19573,17855
06-Feb-14,1,19143,17039
06-Feb-14,2,19022,16608
06-Feb-14,3,18645,16481
06-Feb-14,4,18314,16444
06-Feb-14,5,18477,16618
06-Feb-14,6,19350,17147
06-Feb-14,7,20519,18341
06-Feb-14,8,21456,19839
06-Feb-14,9,21519,19851
