Date,Hour,Imports,Exports
22-Jun-14,3,80,"3,188"
22-Jun-14,4,88,"3,303"
22-Jun-14,5,98,"3,257"
22-Jun-14,6,24,"3,090"
22-Jun-14,7,0,"2,605"
22-Jun-14,8,0,"2,150"
22-Jun-14,9,75,"1,995"
22-Jun-14,10,90,"1,584"
22-Jun-14,11,91,"1,574"
22-Jun-14,12,94,"1,525"
22-Jun-14,13,94,"1,767"
22-Jun-14,14,56,"1,860"
22-Jun-14,15,60,"1,778"
22-Jun-14,16,327,"1,870"
22-Jun-14,17,507,"1,830"
22-Jun-14,18,495,"1,703"
22-Jun-14,19,272,"1,617"
22-Jun-14,20,640,"1,580"
22-Jun-14,21,678,"1,532"
22-Jun-14,22,80,"1,321"
22-Jun-14,23,277,"2,165"
22-Jun-14,24,114,"2,539"
23-Jun-14,1,105,"3,042"
23-Jun-14,2,105,"2,900"
23-Jun-14,3,105,"3,029"
23-Jun-14,4,100,"3,209"
23-Jun-14,5,105,"3,018"
23-Jun-14,6,33,"2,456"
23-Jun-14,7,133,"2,112"
23-Jun-14,8,138,"1,678"
23-Jun-14,9,134,"1,430"
23-Jun-14,10,256,"1,665"
23-Jun-14,11,548,"2,087"
23-Jun-14,12,491,"2,254"
23-Jun-14,13,577,"1,835"
23-Jun-14,14,596,"2,064"
23-Jun-14,15,864,"2,220"
23-Jun-14,16,"1,496","2,701"
23-Jun-14,17,"1,219","2,177"
23-Jun-14,18,987,"2,316"
23-Jun-14,19,"1,072","2,285"
23-Jun-14,20,381,"2,265"
23-Jun-14,21,346,"1,870"
23-Jun-14,22,371,"1,363"
23-Jun-14,23,307,"1,618"
23-Jun-14,24,100,"1,920"
24-Jun-14,1,110,"2,407"
24-Jun-14,2,91,"2,899"
24-Jun-14,3,114,"2,919"
24-Jun-14,4,114,"2,704"
24-Jun-14,5,53,"2,369"
24-Jun-14,6,0,"1,666"
24-Jun-14,7,369,"1,415"
24-Jun-14,8,462,"1,405"
24-Jun-14,9,528,"1,242"
24-Jun-14,10,310,"1,481"
24-Jun-14,11,470,"1,533"
24-Jun-14,12,545,"1,724"
24-Jun-14,13,969,"1,903"
24-Jun-14,14,984,"2,018"
24-Jun-14,15,895,"1,949"
24-Jun-14,16,"1,168","1,938"
24-Jun-14,17,"1,421","1,924"
24-Jun-14,18,649,"1,448"
24-Jun-14,19,443,"1,549"
24-Jun-14,20,680,"1,888"
24-Jun-14,21,795,"1,560"
24-Jun-14,22,846,"1,366"
24-Jun-14,23,196,"1,866"
24-Jun-14,24,178,"1,170"
25-Jun-14,1,121,"1,624"
25-Jun-14,2,121,"2,324"
25-Jun-14,3,131,"2,632"
25-Jun-14,4,131,"2,463"
25-Jun-14,5,130,"2,638"
25-Jun-14,6,130,"1,938"
25-Jun-14,7,340,"1,448"
25-Jun-14,8,782,"1,321"
25-Jun-14,9,485,"1,654"
25-Jun-14,10,721,"1,910"
25-Jun-14,11,665,"1,769"
25-Jun-14,12,709,"1,755"
25-Jun-14,13,775,"1,783"
25-Jun-14,14,785,"1,867"
25-Jun-14,15,"1,066","2,065"
25-Jun-14,16,"1,458","2,005"
25-Jun-14,17,"1,454","2,242"
25-Jun-14,18,746,"2,234"
25-Jun-14,19,585,"2,018"
25-Jun-14,20,620,"2,107"
25-Jun-14,21,851,"1,650"
25-Jun-14,22,435,"1,535"
25-Jun-14,23,179,"1,654"
25-Jun-14,24,196,"1,723"
26-Jun-14,1,139,"2,306"
26-Jun-14,2,139,"2,678"
26-Jun-14,3,143,"2,791"
26-Jun-14,4,128,"2,681"
26-Jun-14,5,135,"2,773"
26-Jun-14,6,131,"2,069"
26-Jun-14,7,355,"1,593"
26-Jun-14,8,664,"1,440"
26-Jun-14,9,730,"1,440"
26-Jun-14,10,710,"1,800"
26-Jun-14,11,827,"1,690"
26-Jun-14,12,"1,377","1,921"
26-Jun-14,13,"1,192","1,808"
26-Jun-14,14,915,"1,634"
26-Jun-14,15,"1,244","1,703"
26-Jun-14,16,"1,471","1,635"
26-Jun-14,17,"1,417","1,500"
26-Jun-14,18,"1,341","1,210"
26-Jun-14,19,"1,007","1,144"
26-Jun-14,20,925,"1,145"
26-Jun-14,21,"1,123",957
26-Jun-14,22,678,"1,181"
26-Jun-14,23,311,"1,279"
26-Jun-14,24,200,"1,056"
27-Jun-14,1,180,"1,456"
27-Jun-14,2,135,"1,860"
27-Jun-14,3,133,"2,327"
27-Jun-14,4,0,"2,232"
27-Jun-14,5,133,"2,645"
27-Jun-14,6,0,"1,900"
27-Jun-14,7,0,"1,585"
27-Jun-14,8,0,"1,269"
27-Jun-14,9,0,"1,219"
27-Jun-14,10,635,"1,665"
27-Jun-14,11,741,"1,619"
27-Jun-14,12,671,"1,843"
27-Jun-14,13,506,"2,015"
27-Jun-14,14,656,"1,961"
27-Jun-14,15,899,"1,786"
27-Jun-14,16,"1,138","1,565"
27-Jun-14,17,"1,074","1,003"
27-Jun-14,18,"1,316","1,009"
27-Jun-14,19,"1,416",988
27-Jun-14,20,"1,599","1,027"
27-Jun-14,21,"1,723","1,069"
27-Jun-14,22,"1,099",889
27-Jun-14,23,393,907
27-Jun-14,24,241,729
28-Jun-14,1,507,"1,441"
28-Jun-14,2,185,"1,517"
28-Jun-14,3,134,"1,708"
28-Jun-14,4,134,"1,865"
28-Jun-14,5,135,"1,938"
28-Jun-14,6,128,"1,982"
28-Jun-14,7,0,"1,408"
28-Jun-14,8,20,728
28-Jun-14,9,380,516
28-Jun-14,10,366,527
28-Jun-14,11,441,448
28-Jun-14,12,785,477
28-Jun-14,13,457,667
28-Jun-14,14,767,"1,073"
28-Jun-14,15,686,"1,048"
28-Jun-14,16,772,934
28-Jun-14,17,"1,282","1,219"
28-Jun-14,18,820,834
28-Jun-14,19,788,492
28-Jun-14,20,336,441
28-Jun-14,21,558,474
28-Jun-14,22,511,466
28-Jun-14,23,426,"1,049"
28-Jun-14,24,87,858
29-Jun-14,1,90,"1,561"
29-Jun-14,2,90,"2,151"
29-Jun-14,3,90,"2,465"
29-Jun-14,4,134,"2,741"
29-Jun-14,5,134,"2,800"
29-Jun-14,6,133,"2,579"
29-Jun-14,7,186,"2,277"
29-Jun-14,8,190,"1,581"
29-Jun-14,9,196,970
29-Jun-14,10,196,831
29-Jun-14,11,184,370
29-Jun-14,12,830,497
29-Jun-14,13,539,472
29-Jun-14,14,806,836
29-Jun-14,15,883,823
29-Jun-14,16,742,628
29-Jun-14,17,470,375
29-Jun-14,18,489,578
29-Jun-14,19,493,388
29-Jun-14,20,518,502
29-Jun-14,21,750,579
29-Jun-14,22,554,480
29-Jun-14,23,304,930
29-Jun-14,24,250,"1,576"
30-Jun-14,1,49,"1,270"
30-Jun-14,2,29,"1,731"
30-Jun-14,3,29,"1,964"
30-Jun-14,4,29,"1,787"
30-Jun-14,5,30,"2,232"
30-Jun-14,6,29,"1,531"
30-Jun-14,7,266,"1,458"
30-Jun-14,8,0,"1,135"
30-Jun-14,9,0,"1,084"
30-Jun-14,10,256,"1,356"
30-Jun-14,11,939,"1,339"
30-Jun-14,12,"1,142","1,490"
30-Jun-14,13,"1,009","1,460"
30-Jun-14,14,948,"1,823"
30-Jun-14,15,"1,094","1,632"
30-Jun-14,16,"1,318","1,826"
30-Jun-14,17,"1,577","1,880"
30-Jun-14,18,"1,575","1,682"
30-Jun-14,19,"1,338","1,315"
30-Jun-14,20,"1,093","1,234"
30-Jun-14,21,"1,022","1,387"
30-Jun-14,22,"1,297","1,372"
30-Jun-14,23,171,982
30-Jun-14,24,63,"1,268"
01-Jul-14,1,59,"1,517"
01-Jul-14,2,139,"1,812"
01-Jul-14,3,142,"2,070"
01-Jul-14,4,157,"2,097"
01-Jul-14,5,158,"2,786"
01-Jul-14,6,143,"2,401"
01-Jul-14,7,"1,014","2,637"
01-Jul-14,8,"1,014","1,856"
01-Jul-14,9,"1,175","1,752"
01-Jul-14,10,"1,175","1,971"
01-Jul-14,11,"1,575","1,962"
01-Jul-14,12,"1,611","1,563"
01-Jul-14,13,"1,781","1,840"
01-Jul-14,14,"1,761","1,763"
01-Jul-14,15,"1,513","1,908"
01-Jul-14,16,"1,211","1,904"
01-Jul-14,17,"1,501","1,884"
01-Jul-14,18,"1,170","1,638"
01-Jul-14,19,"1,220","1,721"
01-Jul-14,20,"1,164","1,690"
01-Jul-14,21,"1,329","1,619"
01-Jul-14,22,"1,243","1,399"
01-Jul-14,23,410,"1,266"
01-Jul-14,24,59,"1,508"
02-Jul-14,1,59,"1,515"
02-Jul-14,2,110,"1,773"
02-Jul-14,3,143,"2,126"
02-Jul-14,4,143,"2,296"
02-Jul-14,5,143,"2,340"
02-Jul-14,6,59,"1,556"
02-Jul-14,7,993,"1,744"
02-Jul-14,8,"1,029","1,684"
02-Jul-14,9,"1,168","1,690"
02-Jul-14,10,"1,347","2,269"
02-Jul-14,11,"1,317","2,418"
02-Jul-14,12,"1,476","2,897"
02-Jul-14,13,"1,317","2,429"
02-Jul-14,14,"1,442","2,469"
02-Jul-14,15,"1,427","2,195"
02-Jul-14,16,"1,557","2,279"
02-Jul-14,17,"1,783","2,300"
02-Jul-14,18,"1,611","1,983"
02-Jul-14,19,"1,367","1,899"
02-Jul-14,20,"1,551","1,878"
02-Jul-14,21,"1,702","1,465"
02-Jul-14,22,"1,284","1,098"
02-Jul-14,23,649,"1,191"
02-Jul-14,24,150,"1,271"
03-Jul-14,1,110,"1,442"
03-Jul-14,2,60,"1,942"
03-Jul-14,3,60,"2,341"
03-Jul-14,4,60,"2,380"
03-Jul-14,5,60,"2,178"
03-Jul-14,6,0,"1,694"
03-Jul-14,7,921,"1,915"
03-Jul-14,8,778,"1,317"
03-Jul-14,9,"1,081","1,707"
03-Jul-14,10,"1,205","2,097"
03-Jul-14,11,"1,121","2,106"
03-Jul-14,12,993,"2,041"
03-Jul-14,13,993,"2,260"
03-Jul-14,14,"1,205","2,447"
03-Jul-14,15,981,"2,486"
03-Jul-14,16,"1,018","2,189"
03-Jul-14,17,"1,011","2,231"
03-Jul-14,18,"1,143","2,101"
03-Jul-14,19,"1,143","1,925"
03-Jul-14,20,394,"1,671"
03-Jul-14,21,593,"1,803"
03-Jul-14,22,0,"1,567"
03-Jul-14,23,0,"1,710"
03-Jul-14,24,0,"1,640"
04-Jul-14,1,0,"2,124"
04-Jul-14,2,0,"2,305"
04-Jul-14,3,0,"2,719"
04-Jul-14,4,0,"2,401"
04-Jul-14,5,0,"2,218"
04-Jul-14,6,0,"1,607"
04-Jul-14,7,0,"1,487"
04-Jul-14,8,0,"1,345"
04-Jul-14,9,4,"1,718"
04-Jul-14,10,160,"1,701"
04-Jul-14,11,190,"1,881"
04-Jul-14,12,190,"1,964"
04-Jul-14,13,44,"1,689"
04-Jul-14,14,0,"1,584"
04-Jul-14,15,160,"1,758"
04-Jul-14,16,190,"1,783"
04-Jul-14,17,220,"1,183"
04-Jul-14,18,190,"1,209"
04-Jul-14,19,265,"1,361"
04-Jul-14,20,152,"1,133"
04-Jul-14,21,240,969
04-Jul-14,22,60,"1,059"
04-Jul-14,23,240,"1,358"
04-Jul-14,24,214,"1,803"
05-Jul-14,1,214,"2,017"
05-Jul-14,2,63,"2,307"
05-Jul-14,3,0,"1,832"
05-Jul-14,4,0,"1,585"
05-Jul-14,5,0,"1,828"
05-Jul-14,6,0,"1,560"
05-Jul-14,7,0,"1,638"
05-Jul-14,8,70,"1,411"
05-Jul-14,9,26,"1,137"
05-Jul-14,10,80,"1,379"
05-Jul-14,11,201,"1,171"
05-Jul-14,12,100,"1,081"
05-Jul-14,13,315,"1,170"
05-Jul-14,14,10,910
05-Jul-14,15,20,855
05-Jul-14,16,170,"1,192"
05-Jul-14,17,50,"1,177"
05-Jul-14,18,75,"1,292"
05-Jul-14,19,50,"1,127"
05-Jul-14,20,217,"1,318"
05-Jul-14,21,224,"1,241"
05-Jul-14,22,350,"1,336"
05-Jul-14,23,284,"1,879"
05-Jul-14,24,227,"2,507"
06-Jul-14,1,0,"2,410"
06-Jul-14,2,0,"2,175"
06-Jul-14,3,0,"2,308"
06-Jul-14,4,30,"1,720"
06-Jul-14,5,0,"1,801"
06-Jul-14,6,4,"1,660"
06-Jul-14,7,28,"1,813"
06-Jul-14,8,0,"1,721"
06-Jul-14,9,0,"1,840"
06-Jul-14,10,0,"1,815"
06-Jul-14,11,0,"1,708"
06-Jul-14,12,0,"1,518"
06-Jul-14,13,0,"1,710"
06-Jul-14,14,59,"1,692"
06-Jul-14,15,50,"1,740"
06-Jul-14,16,100,"1,593"
06-Jul-14,17,100,"1,303"
06-Jul-14,18,70,"1,208"
06-Jul-14,19,50,"1,142"
06-Jul-14,20,71,"1,362"
06-Jul-14,21,71,"1,206"
06-Jul-14,22,50,"1,339"
06-Jul-14,23,87,"1,923"
06-Jul-14,24,110,"2,587"
07-Jul-14,1,100,"2,775"
07-Jul-14,2,140,"2,799"
07-Jul-14,3,170,"3,086"
07-Jul-14,4,27,"3,161"
07-Jul-14,5,224,"3,053"
07-Jul-14,6,218,"2,559"
07-Jul-14,7,895,"2,305"
07-Jul-14,8,"1,363","2,079"
07-Jul-14,9,"1,202","1,550"
07-Jul-14,10,"1,145","1,981"
07-Jul-14,11,"1,145","2,347"
07-Jul-14,12,"1,145","2,436"
07-Jul-14,13,"1,358","2,588"
07-Jul-14,14,"1,190","2,416"
07-Jul-14,15,"1,287","2,230"
07-Jul-14,16,"1,346","1,877"
07-Jul-14,17,"1,595","1,739"
07-Jul-14,18,"1,537","1,625"
07-Jul-14,19,"1,513","1,847"
07-Jul-14,20,"1,335","1,800"
07-Jul-14,21,"1,416","1,691"
07-Jul-14,22,"1,417","1,577"
07-Jul-14,23,926,"1,786"
07-Jul-14,24,791,"1,792"
08-Jul-14,1,133,"1,827"
08-Jul-14,2,100,"2,203"
08-Jul-14,3,100,"2,523"
08-Jul-14,4,101,"2,785"
08-Jul-14,5,101,"2,703"
08-Jul-14,6,101,"2,305"
08-Jul-14,7,991,"2,495"
08-Jul-14,8,"1,203","2,044"
08-Jul-14,9,"1,023","1,809"
08-Jul-14,10,"1,244","2,088"
08-Jul-14,11,"1,353","2,373"
08-Jul-14,12,"1,353","2,132"
08-Jul-14,13,"1,400","2,021"
08-Jul-14,14,"1,432","2,151"
08-Jul-14,15,"1,522","2,208"
08-Jul-14,16,"1,490","2,031"
08-Jul-14,17,"1,266","1,883"
08-Jul-14,18,"1,234","2,031"
08-Jul-14,19,"1,195","1,990"
08-Jul-14,20,"1,314","1,713"
08-Jul-14,21,"1,131","1,532"
08-Jul-14,22,"1,314","1,990"
08-Jul-14,23,311,"1,769"
08-Jul-14,24,40,"2,111"
09-Jul-14,1,0,"2,493"
09-Jul-14,2,40,"3,002"
09-Jul-14,3,41,"3,168"
09-Jul-14,4,0,"2,787"
09-Jul-14,5,41,"3,168"
09-Jul-14,6,41,"2,517"
09-Jul-14,7,"1,090","2,767"
09-Jul-14,8,"1,130","2,097"
09-Jul-14,9,"1,195","1,589"
09-Jul-14,10,"1,301","1,880"
09-Jul-14,11,"1,244","1,796"
09-Jul-14,12,"1,364","2,254"
09-Jul-14,13,"1,215","2,104"
09-Jul-14,14,"1,190","2,122"
09-Jul-14,15,"1,190","2,231"
09-Jul-14,16,"1,205","2,083"
09-Jul-14,17,"1,256","1,966"
09-Jul-14,18,"1,226","2,025"
09-Jul-14,19,"1,190","1,811"
09-Jul-14,20,"1,364","2,063"
09-Jul-14,21,"1,183","1,256"
09-Jul-14,22,"1,090","1,594"
09-Jul-14,23,624,"1,828"
09-Jul-14,24,40,"1,944"
10-Jul-14,1,41,"2,645"
10-Jul-14,2,40,"2,939"
10-Jul-14,3,40,"3,056"
10-Jul-14,4,41,"3,024"
10-Jul-14,5,40,"3,242"
10-Jul-14,6,41,"2,543"
10-Jul-14,7,988,"2,790"
10-Jul-14,8,"1,130","2,232"
10-Jul-14,9,"1,223","1,818"
10-Jul-14,10,"1,120","1,953"
10-Jul-14,11,"1,090","2,138"
10-Jul-14,12,"1,190","2,451"
10-Jul-14,13,"1,220","2,417"
10-Jul-14,14,"1,220","2,285"
10-Jul-14,15,"1,220","2,159"
10-Jul-14,16,"1,220","2,117"
10-Jul-14,17,"1,238","2,002"
10-Jul-14,18,"1,238","1,982"
10-Jul-14,19,"1,138","1,822"
10-Jul-14,20,"1,090","1,660"
10-Jul-14,21,"1,256","1,248"
10-Jul-14,22,"1,245","1,524"
10-Jul-14,23,885,"1,882"
10-Jul-14,24,338,"2,061"
11-Jul-14,1,40,"2,464"
11-Jul-14,2,1,"3,074"
11-Jul-14,3,1,"3,022"
11-Jul-14,4,1,"2,974"
11-Jul-14,5,1,"2,869"
11-Jul-14,6,10,"2,178"
11-Jul-14,7,"1,090","2,557"
11-Jul-14,8,"1,460","2,227"
11-Jul-14,9,"1,287","2,191"
11-Jul-14,10,"1,516","2,510"
11-Jul-14,11,"1,215","1,949"
11-Jul-14,12,"1,213","1,959"
11-Jul-14,13,"1,250","2,018"
11-Jul-14,14,"1,248","2,096"
11-Jul-14,15,"1,215","2,169"
11-Jul-14,16,"1,432","2,361"
11-Jul-14,17,"1,263","2,075"
11-Jul-14,18,"1,269","2,095"
11-Jul-14,19,"1,238","2,276"
11-Jul-14,20,"1,090","1,972"
11-Jul-14,21,"1,183","1,742"
11-Jul-14,22,"1,193","1,646"
11-Jul-14,23,856,"2,009"
11-Jul-14,24,300,"2,132"
12-Jul-14,1,0,"2,496"
12-Jul-14,2,90,"3,174"
12-Jul-14,3,263,"3,608"
12-Jul-14,4,148,"3,651"
12-Jul-14,5,50,"3,603"
12-Jul-14,6,50,"3,511"
12-Jul-14,7,115,"2,952"
12-Jul-14,8,102,"2,359"
12-Jul-14,9,180,"2,072"
12-Jul-14,10,269,"2,091"
12-Jul-14,11,702,"2,296"
12-Jul-14,12,729,"2,221"
12-Jul-14,13,647,"2,227"
12-Jul-14,14,815,"2,080"
12-Jul-14,15,864,"2,083"
12-Jul-14,16,679,"2,425"
12-Jul-14,17,810,"2,339"
12-Jul-14,18,"1,089","2,309"
12-Jul-14,19,"1,105","2,035"
12-Jul-14,20,"1,102","1,745"
12-Jul-14,21,638,"1,492"
12-Jul-14,22,510,"1,913"
12-Jul-14,23,638,"2,155"
12-Jul-14,24,81,"2,391"
13-Jul-14,1,54,"3,096"
13-Jul-14,2,195,"3,541"
13-Jul-14,3,108,"3,680"
13-Jul-14,4,78,"3,681"
13-Jul-14,5,87,"3,643"
13-Jul-14,6,99,"3,434"
13-Jul-14,7,122,"3,391"
13-Jul-14,8,197,"2,466"
13-Jul-14,9,145,"1,768"
13-Jul-14,10,50,"1,771"
13-Jul-14,11,533,"2,191"
13-Jul-14,12,975,"2,352"
13-Jul-14,13,805,"2,108"
13-Jul-14,14,655,"1,806"
13-Jul-14,15,530,"1,700"
13-Jul-14,16,"1,162","1,860"
13-Jul-14,17,"1,445","1,843"
13-Jul-14,18,"1,047","1,555"
13-Jul-14,19,674,"1,519"
13-Jul-14,20,"1,144","1,463"
13-Jul-14,21,"1,219","1,437"
13-Jul-14,22,442,"1,168"
13-Jul-14,23,482,"1,933"
13-Jul-14,24,263,"1,990"
14-Jul-14,1,171,"2,598"
14-Jul-14,2,152,"2,828"
14-Jul-14,3,146,"3,174"
14-Jul-14,4,101,"3,217"
14-Jul-14,5,201,"3,128"
14-Jul-14,6,238,"2,516"
14-Jul-14,7,"1,140","2,577"
14-Jul-14,8,"1,602","2,361"
14-Jul-14,9,"1,391","2,037"
14-Jul-14,10,"1,403","2,527"
14-Jul-14,11,"1,403","2,376"
14-Jul-14,12,"1,403","2,578"
14-Jul-14,13,"1,495","2,768"
14-Jul-14,14,"1,575","2,687"
14-Jul-14,15,"1,732","2,464"
14-Jul-14,16,"1,915","2,780"
14-Jul-14,17,"1,717","2,595"
14-Jul-14,18,"1,330","2,568"
14-Jul-14,19,"1,445","2,080"
14-Jul-14,20,"1,330","1,742"
14-Jul-14,21,"1,358","1,499"
14-Jul-14,22,"1,162","1,655"
14-Jul-14,23,420,"2,044"
14-Jul-14,24,102,"2,126"
15-Jul-14,1,0,"2,460"
15-Jul-14,2,0,"2,950"
15-Jul-14,3,0,"3,273"
15-Jul-14,4,0,"3,250"
15-Jul-14,5,0,"2,854"
15-Jul-14,6,88,"2,143"
15-Jul-14,7,"1,117","2,372"
15-Jul-14,8,"1,211","2,068"
15-Jul-14,9,"1,290","2,187"
15-Jul-14,10,"1,290","2,501"
15-Jul-14,11,"1,290","2,725"
15-Jul-14,12,"1,311","2,686"
15-Jul-14,13,"1,311","2,688"
15-Jul-14,14,"1,231","2,517"
15-Jul-14,15,"1,260","2,471"
15-Jul-14,16,"1,290","2,136"
15-Jul-14,17,"1,330","2,176"
15-Jul-14,18,"1,290","1,688"
15-Jul-14,19,"1,090","1,780"
15-Jul-14,20,"1,290","2,140"
15-Jul-14,21,"1,274","1,944"
15-Jul-14,22,"1,190","2,062"
15-Jul-14,23,150,"1,806"
15-Jul-14,24,41,"2,445"
16-Jul-14,1,100,"2,762"
16-Jul-14,2,100,"2,818"
16-Jul-14,3,100,"3,070"
16-Jul-14,4,100,"3,058"
16-Jul-14,5,100,"2,893"
16-Jul-14,6,100,"2,226"
16-Jul-14,7,"1,160","2,536"
16-Jul-14,8,"1,135","1,939"
16-Jul-14,9,"1,060","1,928"
16-Jul-14,10,"1,270","2,302"
16-Jul-14,11,"1,368","2,216"
16-Jul-14,12,"1,290","2,123"
16-Jul-14,13,"1,403","2,253"
16-Jul-14,14,"1,374","2,345"
16-Jul-14,15,"1,403","2,304"
16-Jul-14,16,"1,298","2,532"
16-Jul-14,17,"1,403","2,494"
16-Jul-14,18,"1,140","1,830"
16-Jul-14,19,"1,040","1,749"
16-Jul-14,20,"1,040","1,807"
16-Jul-14,21,"1,240","1,474"
16-Jul-14,22,"1,303","1,712"
16-Jul-14,23,200,"1,355"
16-Jul-14,24,100,"1,955"
17-Jul-14,1,130,"2,654"
17-Jul-14,2,150,"3,206"
17-Jul-14,3,150,"3,244"
17-Jul-14,4,150,"3,264"
17-Jul-14,5,150,"3,133"
17-Jul-14,6,150,"2,759"
17-Jul-14,7,"1,142","2,979"
17-Jul-14,8,"1,133","2,270"
17-Jul-14,9,"1,068","2,005"
17-Jul-14,10,"1,068","1,700"
17-Jul-14,11,"1,068","1,970"
17-Jul-14,12,"1,068","2,108"
17-Jul-14,13,"1,068","2,389"
17-Jul-14,14,"1,068","2,431"
17-Jul-14,15,"1,199","2,561"
17-Jul-14,16,"1,118","2,512"
17-Jul-14,17,"1,018","2,230"
17-Jul-14,18,"1,018","2,292"
17-Jul-14,19,968,"2,519"
17-Jul-14,20,968,"2,233"
17-Jul-14,21,"1,168","1,670"
17-Jul-14,22,"1,282","2,120"
17-Jul-14,23,20,"1,613"
17-Jul-14,24,212,"2,440"
18-Jul-14,1,123,"2,546"
18-Jul-14,2,150,"2,931"
18-Jul-14,3,100,"2,991"
18-Jul-14,4,150,"3,070"
18-Jul-14,5,145,"2,724"
18-Jul-14,6,130,"2,233"
18-Jul-14,7,"1,063","2,523"
18-Jul-14,8,"1,068","1,830"
18-Jul-14,9,"1,340","2,115"
18-Jul-14,10,"1,212","2,000"
18-Jul-14,11,"1,236","2,101"
18-Jul-14,12,"1,061","2,112"
18-Jul-14,13,"1,070","2,170"
18-Jul-14,14,"1,146","2,272"
18-Jul-14,15,"1,192","2,185"
18-Jul-14,16,"1,233","2,056"
18-Jul-14,17,"1,221","1,975"
18-Jul-14,18,"1,129","1,928"
18-Jul-14,19,"1,308","1,728"
18-Jul-14,20,"1,123","1,633"
18-Jul-14,21,"1,206","1,911"
18-Jul-14,22,"1,081","1,763"
18-Jul-14,23,407,"1,789"
18-Jul-14,24,281,"2,338"
19-Jul-14,1,120,"2,877"
19-Jul-14,2,160,"3,272"
19-Jul-14,3,200,"3,639"
19-Jul-14,4,200,"3,569"
19-Jul-14,5,200,"3,355"
19-Jul-14,6,200,"3,401"
19-Jul-14,7,263,"3,239"
19-Jul-14,8,242,"2,467"
19-Jul-14,9,200,"1,820"
19-Jul-14,10,363,"1,782"
19-Jul-14,11,363,"1,865"
19-Jul-14,12,357,"2,099"
19-Jul-14,13,100,"2,051"
19-Jul-14,14,100,"2,111"
19-Jul-14,15,100,"1,961"
19-Jul-14,16,100,"2,117"
19-Jul-14,17,100,"1,882"
19-Jul-14,18,100,"2,057"
19-Jul-14,19,100,"2,087"
19-Jul-14,20,100,"2,120"
19-Jul-14,21,100,"1,589"
19-Jul-14,22,263,"2,059"
19-Jul-14,23,214,"2,427"
19-Jul-14,24,163,"3,031"
20-Jul-14,1,200,"3,091"
20-Jul-14,2,200,"3,236"
20-Jul-14,3,200,"3,270"
20-Jul-14,4,200,"3,097"
20-Jul-14,5,200,"3,286"
20-Jul-14,6,263,"3,590"
20-Jul-14,7,273,"3,170"
20-Jul-14,8,270,"2,390"
20-Jul-14,9,340,"1,973"
20-Jul-14,10,340,"2,125"
20-Jul-14,11,230,"1,975"
20-Jul-14,12,100,"1,946"
20-Jul-14,13,100,"2,200"
20-Jul-14,14,150,"1,992"
20-Jul-14,15,285,"1,878"
20-Jul-14,16,145,"1,643"
20-Jul-14,17,213,"1,684"
20-Jul-14,18,174,"1,573"
20-Jul-14,19,193,"1,513"
20-Jul-14,20,181,"1,725"
20-Jul-14,21,262,"1,416"
20-Jul-14,22,846,"1,718"
20-Jul-14,23,177,"1,585"
20-Jul-14,24,233,"2,226"
21-Jul-14,1,200,"2,585"
21-Jul-14,2,142,"2,512"
21-Jul-14,3,100,"2,465"
21-Jul-14,4,100,"2,480"
21-Jul-14,5,157,"2,529"
21-Jul-14,6,100,"2,009"
21-Jul-14,7,992,"2,309"
21-Jul-14,8,"1,158","2,200"
21-Jul-14,9,956,"2,129"
21-Jul-14,10,956,"1,833"
21-Jul-14,11,956,"1,802"
21-Jul-14,12,"1,131","1,640"
21-Jul-14,13,"1,306","2,076"
21-Jul-14,14,"1,364","2,255"
21-Jul-14,15,"1,629","2,730"
21-Jul-14,16,"1,887","2,772"
21-Jul-14,17,"1,633","2,449"
21-Jul-14,18,"1,296","2,496"
21-Jul-14,19,"1,293","2,275"
21-Jul-14,20,"1,275","2,261"
21-Jul-14,21,"1,271","1,557"
21-Jul-14,22,956,"1,424"
21-Jul-14,23,590,"1,587"
21-Jul-14,24,415,"2,040"
22-Jul-14,1,65,"2,024"
22-Jul-14,2,100,"2,100"
22-Jul-14,3,79,"2,428"
22-Jul-14,4,226,"2,608"
22-Jul-14,5,100,"2,726"
22-Jul-14,6,40,"2,362"
22-Jul-14,7,339,"2,395"
22-Jul-14,8,911,"2,303"
22-Jul-14,9,956,"2,251"
22-Jul-14,10,"1,045","2,665"
22-Jul-14,11,956,"2,553"
22-Jul-14,12,"1,193","2,594"
22-Jul-14,13,"1,903","2,585"
22-Jul-14,14,"2,075","3,026"
22-Jul-14,15,"2,046","2,899"
22-Jul-14,16,"2,115","2,913"
22-Jul-14,17,"2,169","2,936"
22-Jul-14,18,"1,797","2,854"
22-Jul-14,19,"1,291","2,287"
22-Jul-14,20,"1,016","2,465"
22-Jul-14,21,"1,270","2,602"
22-Jul-14,22,"1,043","1,892"
22-Jul-14,23,0,"1,531"
22-Jul-14,24,0,"2,181"
23-Jul-14,1,60,"2,429"
23-Jul-14,2,60,"2,011"
23-Jul-14,3,60,"2,130"
23-Jul-14,4,31,"2,262"
23-Jul-14,5,38,"2,488"
23-Jul-14,6,356,"2,082"
23-Jul-14,7,"1,008","1,809"
23-Jul-14,8,"1,048","1,438"
23-Jul-14,9,"1,153","1,850"
23-Jul-14,10,"1,322","2,479"
23-Jul-14,11,"1,159","2,841"
23-Jul-14,12,"1,163","2,955"
23-Jul-14,13,"1,417","3,186"
