Date,Hour,Imports,Exports
22-Mar-14,8,0,"1,580"
22-Mar-14,9,8,"1,557"
22-Mar-14,10,400,"1,272"
22-Mar-14,11,287,761
22-Mar-14,12,575,877
22-Mar-14,13,544,704
22-Mar-14,14,645,825
22-Mar-14,15,218,806
22-Mar-14,16,346,716
22-Mar-14,17,498,714
22-Mar-14,18,633,571
22-Mar-14,19,"1,199",571
22-Mar-14,20,"1,211",511
22-Mar-14,21,740,635
22-Mar-14,22,307,880
22-Mar-14,23,146,"1,239"
22-Mar-14,24,148,"1,387"
23-Mar-14,1,0,"1,744"
23-Mar-14,2,0,"1,751"
23-Mar-14,3,0,"1,836"
23-Mar-14,4,0,"1,881"
23-Mar-14,5,43,"1,826"
23-Mar-14,6,199,"1,282"
23-Mar-14,7,229,921
23-Mar-14,8,318,626
23-Mar-14,9,700,930
23-Mar-14,10,600,876
23-Mar-14,11,642,651
23-Mar-14,12,933,991
23-Mar-14,13,653,806
23-Mar-14,14,474,943
23-Mar-14,15,280,"1,091"
23-Mar-14,16,265,"1,022"
23-Mar-14,17,664,"1,071"
23-Mar-14,18,633,"1,042"
23-Mar-14,19,597,821
23-Mar-14,20,"1,047",571
23-Mar-14,21,"1,339",721
23-Mar-14,22,"1,540","1,042"
23-Mar-14,23,869,"1,247"
23-Mar-14,24,"1,075","1,689"
24-Mar-14,1,"1,334","1,926"
24-Mar-14,2,"1,063","1,844"
24-Mar-14,3,983,"1,794"
24-Mar-14,4,605,"2,008"
24-Mar-14,5,491,"1,904"
24-Mar-14,6,108,"1,678"
24-Mar-14,7,387,"1,737"
24-Mar-14,8,410,"1,384"
24-Mar-14,9,482,"1,790"
24-Mar-14,10,401,"2,317"
24-Mar-14,11,955,"2,734"
24-Mar-14,12,"1,050","2,302"
24-Mar-14,13,"1,345","2,276"
24-Mar-14,14,"1,364","1,915"
24-Mar-14,15,"1,315","2,004"
24-Mar-14,16,"1,364","1,891"
24-Mar-14,17,"1,145","1,994"
24-Mar-14,18,"1,245","1,819"
24-Mar-14,19,"1,459","2,495"
24-Mar-14,20,"1,571","2,055"
24-Mar-14,21,"1,752","2,122"
24-Mar-14,22,357,"1,439"
24-Mar-14,23,17,"1,969"
24-Mar-14,24,273,"2,157"
25-Mar-14,1,386,"2,325"
25-Mar-14,2,281,"2,142"
25-Mar-14,3,166,"1,764"
25-Mar-14,4,89,"1,836"
25-Mar-14,5,465,"2,144"
25-Mar-14,6,345,"2,512"
25-Mar-14,7,201,"2,500"
25-Mar-14,8,522,"2,862"
25-Mar-14,9,424,"2,854"
25-Mar-14,10,656,"3,312"
25-Mar-14,11,582,"3,191"
25-Mar-14,12,750,"3,090"
25-Mar-14,13,"1,340","3,020"
25-Mar-14,14,"1,192","2,296"
25-Mar-14,15,"1,096","2,258"
25-Mar-14,16,"1,265","2,068"
25-Mar-14,17,"1,045","2,222"
25-Mar-14,18,"1,321","2,610"
25-Mar-14,19,"1,431","3,201"
25-Mar-14,20,"1,299","2,879"
25-Mar-14,21,"1,577","2,854"
25-Mar-14,22,85,"1,512"
25-Mar-14,23,600,"1,671"
25-Mar-14,24,600,"2,163"
26-Mar-14,1,598,"2,088"
26-Mar-14,2,688,"2,098"
26-Mar-14,3,509,"2,120"
26-Mar-14,4,614,"2,084"
26-Mar-14,5,679,"2,105"
26-Mar-14,6,718,"2,297"
26-Mar-14,7,559,"2,234"
26-Mar-14,8,582,"2,373"
26-Mar-14,9,"1,123","2,462"
26-Mar-14,10,"1,271","2,620"
26-Mar-14,11,"1,418","2,160"
26-Mar-14,12,"1,383","2,241"
26-Mar-14,13,"1,366","2,300"
26-Mar-14,14,"1,546","2,095"
26-Mar-14,15,"1,557","2,087"
26-Mar-14,16,"1,502","2,010"
26-Mar-14,17,"1,607","2,084"
26-Mar-14,18,"2,082","2,201"
26-Mar-14,19,"1,467","1,884"
26-Mar-14,20,"2,013","1,728"
26-Mar-14,21,"1,976","1,841"
26-Mar-14,22,469,614
26-Mar-14,23,277,"1,221"
26-Mar-14,24,573,"1,900"
27-Mar-14,1,579,"2,267"
27-Mar-14,2,330,"1,909"
27-Mar-14,3,330,"2,217"
27-Mar-14,4,130,"2,280"
27-Mar-14,5,829,"2,709"
27-Mar-14,6,573,"2,068"
27-Mar-14,7,731,"2,189"
27-Mar-14,8,982,"2,285"
27-Mar-14,9,889,"2,345"
27-Mar-14,10,"1,301","2,877"
27-Mar-14,11,"1,601","2,620"
27-Mar-14,12,"1,914","2,646"
27-Mar-14,13,"1,842","2,483"
27-Mar-14,14,"1,700","2,749"
27-Mar-14,15,"1,577","2,215"
27-Mar-14,16,"1,835","1,982"
27-Mar-14,17,"1,849","2,019"
27-Mar-14,18,"1,475","1,923"
27-Mar-14,19,496,"1,610"
27-Mar-14,20,909,"1,600"
27-Mar-14,21,800,"2,093"
27-Mar-14,22,1,"2,020"
27-Mar-14,23,470,"2,224"
27-Mar-14,24,22,"2,030"
28-Mar-14,1,29,"2,705"
28-Mar-14,2,29,"3,009"
28-Mar-14,3,29,"3,005"
28-Mar-14,4,29,"3,172"
28-Mar-14,5,29,"2,632"
28-Mar-14,6,347,"2,250"
28-Mar-14,7,814,"1,999"
28-Mar-14,8,914,"1,833"
28-Mar-14,9,362,"1,329"
28-Mar-14,10,815,"1,573"
28-Mar-14,11,815,"1,661"
28-Mar-14,12,815,"1,790"
28-Mar-14,13,739,"2,101"
28-Mar-14,14,619,"1,843"
28-Mar-14,15,503,"1,760"
28-Mar-14,16,532,"1,498"
28-Mar-14,17,331,"1,354"
28-Mar-14,18,256,"1,510"
28-Mar-14,19,722,"1,658"
28-Mar-14,20,"1,188","1,424"
28-Mar-14,21,"1,078","1,086"
28-Mar-14,22,304,"1,012"
28-Mar-14,23,50,"1,328"
28-Mar-14,24,581,"1,806"
29-Mar-14,1,429,"2,162"
29-Mar-14,2,329,"2,227"
29-Mar-14,3,29,"2,266"
29-Mar-14,4,29,"2,255"
29-Mar-14,5,29,"1,911"
29-Mar-14,6,29,"1,236"
29-Mar-14,7,75,"1,048"
29-Mar-14,8,406,"1,190"
29-Mar-14,9,903,"1,231"
29-Mar-14,10,688,806
29-Mar-14,11,682,822
29-Mar-14,12,467,910
29-Mar-14,13,351,620
29-Mar-14,14,17,757
29-Mar-14,15,167,963
29-Mar-14,16,330,"1,204"
29-Mar-14,17,330,"1,136"
29-Mar-14,18,343,"1,194"
29-Mar-14,19,694,"1,677"
29-Mar-14,20,688,"1,790"
29-Mar-14,21,357,"1,839"
29-Mar-14,22,458,"1,957"
29-Mar-14,23,33,"2,232"
29-Mar-14,24,29,"2,834"
30-Mar-14,1,29,"3,181"
30-Mar-14,2,29,"3,258"
30-Mar-14,3,29,"3,461"
30-Mar-14,4,29,"3,279"
30-Mar-14,5,79,"3,345"
30-Mar-14,6,79,"3,016"
30-Mar-14,7,50,"2,356"
30-Mar-14,8,50,"2,072"
30-Mar-14,9,271,"2,015"
30-Mar-14,10,1,"1,729"
30-Mar-14,11,142,"1,673"
30-Mar-14,12,138,"1,836"
30-Mar-14,13,200,"2,001"
30-Mar-14,14,443,"2,352"
30-Mar-14,15,200,"2,321"
30-Mar-14,16,200,"2,177"
30-Mar-14,17,410,"2,110"
30-Mar-14,18,505,"2,074"
30-Mar-14,19,654,"2,152"
30-Mar-14,20,638,"1,724"
30-Mar-14,21,"1,142","2,048"
30-Mar-14,22,477,"1,589"
30-Mar-14,23,0,"1,451"
30-Mar-14,24,29,"1,953"
31-Mar-14,1,468,"2,315"
31-Mar-14,2,217,"2,438"
31-Mar-14,3,279,"2,609"
31-Mar-14,4,441,"2,590"
31-Mar-14,5,15,"1,957"
31-Mar-14,6,"1,167","2,359"
31-Mar-14,7,"1,235","1,946"
31-Mar-14,8,883,"2,119"
31-Mar-14,9,864,"2,135"
31-Mar-14,10,805,"2,330"
31-Mar-14,11,708,"2,106"
31-Mar-14,12,702,"1,965"
31-Mar-14,13,702,"2,227"
31-Mar-14,14,732,"2,265"
31-Mar-14,15,707,"2,285"
31-Mar-14,16,702,"2,112"
31-Mar-14,17,702,"1,731"
31-Mar-14,18,702,"1,764"
31-Mar-14,19,754,"1,668"
31-Mar-14,20,760,"1,441"
31-Mar-14,21,828,"1,684"
31-Mar-14,22,649,"2,205"
31-Mar-14,23,152,"2,247"
31-Mar-14,24,65,"2,860"
01-Apr-14,1,15,"2,920"
01-Apr-14,2,15,"2,879"
01-Apr-14,3,15,"3,249"
01-Apr-14,4,15,"3,139"
01-Apr-14,5,115,"2,831"
01-Apr-14,6,500,"2,445"
01-Apr-14,7,703,"1,856"
01-Apr-14,8,558,"2,070"
01-Apr-14,9,265,"1,840"
01-Apr-14,10,113,"2,380"
01-Apr-14,11,113,"2,451"
01-Apr-14,12,139,"2,397"
01-Apr-14,13,367,"2,280"
01-Apr-14,14,334,"1,998"
01-Apr-14,15,327,"2,145"
01-Apr-14,16,387,"2,027"
01-Apr-14,17,397,"2,208"
01-Apr-14,18,408,"2,092"
01-Apr-14,19,622,"2,129"
01-Apr-14,20,892,"2,230"
01-Apr-14,21,403,"2,072"
01-Apr-14,22,98,"1,974"
01-Apr-14,23,94,"1,907"
01-Apr-14,24,15,"1,621"
02-Apr-14,1,15,"1,971"
02-Apr-14,2,15,"2,457"
02-Apr-14,3,15,"2,580"
02-Apr-14,4,15,"2,740"
02-Apr-14,5,15,"2,080"
02-Apr-14,6,350,"1,921"
02-Apr-14,7,198,"1,551"
02-Apr-14,8,235,"1,696"
02-Apr-14,9,203,"1,707"
02-Apr-14,10,152,"1,825"
02-Apr-14,11,47,"1,641"
02-Apr-14,12,46,"1,737"
02-Apr-14,13,61,"1,722"
02-Apr-14,14,44,"1,973"
02-Apr-14,15,52,"2,005"
02-Apr-14,16,174,"2,067"
02-Apr-14,17,277,"1,595"
02-Apr-14,18,167,"1,316"
02-Apr-14,19,622,"1,287"
02-Apr-14,20,797,"1,442"
02-Apr-14,21,599,"1,225"
02-Apr-14,22,231,"1,457"
02-Apr-14,23,153,"1,292"
02-Apr-14,24,43,"1,526"
03-Apr-14,1,40,"1,624"
03-Apr-14,2,15,"1,725"
03-Apr-14,3,15,"1,897"
03-Apr-14,4,15,"1,937"
03-Apr-14,5,35,"1,496"
03-Apr-14,6,335,"1,214"
03-Apr-14,7,308,"1,343"
03-Apr-14,8,35,"1,423"
03-Apr-14,9,327,"1,927"
03-Apr-14,10,121,"1,935"
03-Apr-14,11,612,"2,100"
03-Apr-14,12,692,"2,257"
03-Apr-14,13,652,"2,228"
03-Apr-14,14,460,"1,785"
03-Apr-14,15,641,"1,600"
03-Apr-14,16,582,"1,536"
03-Apr-14,17,758,"1,205"
03-Apr-14,18,361,"1,233"
03-Apr-14,19,551,"1,158"
03-Apr-14,20,560,"1,155"
03-Apr-14,21,734,"1,277"
03-Apr-14,22,21,835
03-Apr-14,23,186,"1,700"
03-Apr-14,24,114,"2,117"
04-Apr-14,1,155,"1,986"
04-Apr-14,2,226,"2,243"
04-Apr-14,3,195,"2,397"
04-Apr-14,4,134,"2,372"
04-Apr-14,5,146,"2,352"
04-Apr-14,6,298,"1,872"
04-Apr-14,7,218,"1,471"
04-Apr-14,8,244,"1,590"
04-Apr-14,9,907,"2,307"
04-Apr-14,10,244,"1,878"
04-Apr-14,11,352,"1,745"
04-Apr-14,12,465,"1,721"
04-Apr-14,13,300,"1,605"
04-Apr-14,14,672,"1,638"
04-Apr-14,15,851,"1,795"
04-Apr-14,16,690,"1,340"
04-Apr-14,17,664,"1,375"
04-Apr-14,18,939,"1,411"
04-Apr-14,19,"1,356","1,247"
04-Apr-14,20,"1,318","1,266"
04-Apr-14,21,663,"1,311"
04-Apr-14,22,199,"1,547"
04-Apr-14,23,152,"1,856"
04-Apr-14,24,90,"2,248"
05-Apr-14,1,15,"2,593"
05-Apr-14,2,15,"2,820"
05-Apr-14,3,15,"2,771"
05-Apr-14,4,15,"2,915"
05-Apr-14,5,15,"2,789"
05-Apr-14,6,203,"2,296"
05-Apr-14,7,166,"1,737"
05-Apr-14,8,432,"1,596"
05-Apr-14,9,797,"1,365"
05-Apr-14,10,936,"1,423"
05-Apr-14,11,789,"1,310"
05-Apr-14,12,326,950
05-Apr-14,13,189,868
05-Apr-14,14,290,953
05-Apr-14,15,258,967
05-Apr-14,16,272,"1,077"
05-Apr-14,17,309,"1,073"
05-Apr-14,18,390,973
05-Apr-14,19,398,808
05-Apr-14,20,"1,360","1,228"
05-Apr-14,21,616,940
05-Apr-14,22,384,"1,068"
05-Apr-14,23,420,"1,429"
05-Apr-14,24,370,"1,523"
06-Apr-14,1,375,"1,619"
06-Apr-14,2,340,"1,502"
06-Apr-14,3,130,"1,538"
06-Apr-14,4,290,"1,573"
06-Apr-14,5,310,"1,704"
06-Apr-14,6,566,"1,310"
06-Apr-14,7,539,887
06-Apr-14,8,449,762
06-Apr-14,9,"1,057","1,162"
06-Apr-14,10,530,"1,159"
06-Apr-14,11,683,"1,387"
06-Apr-14,12,485,"1,433"
06-Apr-14,13,734,"1,947"
06-Apr-14,14,454,"1,607"
06-Apr-14,15,0,"1,083"
06-Apr-14,16,156,"1,168"
06-Apr-14,17,51,"1,259"
06-Apr-14,18,50,"1,033"
06-Apr-14,19,300,966
06-Apr-14,20,"1,118","1,281"
06-Apr-14,21,478,"1,077"
06-Apr-14,22,103,"1,027"
06-Apr-14,23,75,"1,386"
06-Apr-14,24,172,"1,675"
07-Apr-14,1,87,"1,805"
07-Apr-14,2,387,"2,063"
07-Apr-14,3,62,"1,965"
07-Apr-14,4,62,"1,803"
07-Apr-14,5,947,"2,025"
07-Apr-14,6,"1,402","1,580"
07-Apr-14,7,710,"1,090"
07-Apr-14,8,784,"1,405"
07-Apr-14,9,823,"1,835"
07-Apr-14,10,635,"1,817"
07-Apr-14,11,159,"1,479"
07-Apr-14,12,159,"1,716"
07-Apr-14,13,213,"1,883"
07-Apr-14,14,259,"1,499"
07-Apr-14,15,249,"1,383"
07-Apr-14,16,612,"1,469"
07-Apr-14,17,773,"1,496"
07-Apr-14,18,527,"1,558"
07-Apr-14,19,762,"1,657"
07-Apr-14,20,"1,285","1,671"
07-Apr-14,21,728,"1,095"
07-Apr-14,22,205,"1,029"
07-Apr-14,23,130,"1,342"
07-Apr-14,24,92,"1,232"
08-Apr-14,1,262,"1,365"
08-Apr-14,2,142,"1,417"
08-Apr-14,3,97,"1,378"
08-Apr-14,4,118,"1,172"
08-Apr-14,5,154,"1,203"
08-Apr-14,6,743,"1,023"
08-Apr-14,7,540,"1,075"
08-Apr-14,8,577,896
08-Apr-14,9,776,"1,113"
08-Apr-14,10,361,"1,020"
08-Apr-14,11,164,"1,002"
08-Apr-14,12,284,971
08-Apr-14,13,356,"1,176"
08-Apr-14,14,259,825
08-Apr-14,15,387,881
08-Apr-14,16,393,789
08-Apr-14,17,304,728
08-Apr-14,18,229,703
08-Apr-14,19,285,549
08-Apr-14,20,733,691
08-Apr-14,21,342,614
08-Apr-14,22,130,692
08-Apr-14,23,90,920
08-Apr-14,24,172,609
09-Apr-14,1,101,875
09-Apr-14,2,129,"1,019"
09-Apr-14,3,72,"1,255"
09-Apr-14,4,98,"1,435"
09-Apr-14,5,221,998
09-Apr-14,6,650,"1,353"
09-Apr-14,7,750,"1,160"
09-Apr-14,8,635,983
09-Apr-14,9,"1,081","1,005"
09-Apr-14,10,757,861
09-Apr-14,11,542,717
09-Apr-14,12,532,868
09-Apr-14,13,477,919
09-Apr-14,14,287,731
09-Apr-14,15,198,656
09-Apr-14,16,451,501
09-Apr-14,17,464,477
09-Apr-14,18,597,680
09-Apr-14,19,690,981
09-Apr-14,20,831,"1,031"
09-Apr-14,21,632,706
09-Apr-14,22,44,633
09-Apr-14,23,12,"1,011"
09-Apr-14,24,62,"1,661"
10-Apr-14,1,62,"1,856"
10-Apr-14,2,62,"2,324"
10-Apr-14,3,127,"2,253"
10-Apr-14,4,108,"2,200"
10-Apr-14,5,82,"1,600"
10-Apr-14,6,"1,022","1,840"
10-Apr-14,7,692,"1,292"
10-Apr-14,8,531,"1,264"
10-Apr-14,9,437,"1,195"
10-Apr-14,10,476,"1,831"
10-Apr-14,11,290,"1,905"
10-Apr-14,12,634,"2,026"
10-Apr-14,13,350,"2,190"
10-Apr-14,14,351,"2,138"
10-Apr-14,15,301,"1,740"
10-Apr-14,16,379,"1,784"
10-Apr-14,17,346,"1,478"
10-Apr-14,18,360,"1,629"
10-Apr-14,19,580,"1,199"
10-Apr-14,20,978,946
10-Apr-14,21,466,852
10-Apr-14,22,340,"1,418"
10-Apr-14,23,200,"1,733"
10-Apr-14,24,170,"1,844"
11-Apr-14,1,215,"1,303"
11-Apr-14,2,111,"1,391"
11-Apr-14,3,227,"1,533"
11-Apr-14,4,185,"1,277"
11-Apr-14,5,258,"1,104"
11-Apr-14,6,"1,037","1,183"
11-Apr-14,7,"1,386","1,096"
11-Apr-14,8,727,"1,122"
11-Apr-14,9,662,"1,041"
11-Apr-14,10,438,954
11-Apr-14,11,682,"1,068"
11-Apr-14,12,441,819
11-Apr-14,13,847,"1,245"
11-Apr-14,14,512,"1,146"
11-Apr-14,15,343,"1,126"
11-Apr-14,16,283,"1,176"
11-Apr-14,17,285,"1,002"
11-Apr-14,18,566,888
11-Apr-14,19,545,"1,147"
11-Apr-14,20,"1,004",906
11-Apr-14,21,904,951
11-Apr-14,22,308,921
11-Apr-14,23,25,"1,021"
11-Apr-14,24,149,"1,341"
12-Apr-14,1,220,982
12-Apr-14,2,112,798
12-Apr-14,3,60,"1,100"
12-Apr-14,4,135,"1,082"
12-Apr-14,5,117,982
12-Apr-14,6,612,932
12-Apr-14,7,"1,065",685
12-Apr-14,8,987,556
12-Apr-14,9,840,546
12-Apr-14,10,534,776
12-Apr-14,11,124,759
12-Apr-14,12,125,841
12-Apr-14,13,77,"1,268"
12-Apr-14,14,134,"1,119"
12-Apr-14,15,172,782
12-Apr-14,16,102,811
12-Apr-14,17,587,596
12-Apr-14,18,911,746
12-Apr-14,19,678,446
12-Apr-14,20,855,296
12-Apr-14,21,354,346
12-Apr-14,22,156,703
12-Apr-14,23,175,"1,077"
12-Apr-14,24,106,"1,646"
13-Apr-14,1,69,"1,986"
13-Apr-14,2,57,"2,160"
13-Apr-14,3,62,"2,143"
13-Apr-14,4,62,"1,692"
13-Apr-14,5,62,"1,526"
13-Apr-14,6,62,"1,443"
13-Apr-14,7,74,"1,282"
13-Apr-14,8,62,965
13-Apr-14,9,68,726
13-Apr-14,10,339,756
13-Apr-14,11,501,"1,105"
13-Apr-14,12,492,"1,140"
13-Apr-14,13,399,"1,680"
13-Apr-14,14,0,"1,789"
13-Apr-14,15,0,"1,748"
13-Apr-14,16,0,"1,363"
13-Apr-14,17,71,980
13-Apr-14,18,133,856
13-Apr-14,19,563,806
13-Apr-14,20,689,806
13-Apr-14,21,141,456
13-Apr-14,22,180,746
13-Apr-14,23,82,973
13-Apr-14,24,82,"1,517"
14-Apr-14,1,83,"1,967"
14-Apr-14,2,39,"1,861"
14-Apr-14,3,39,"2,456"
14-Apr-14,4,36,"2,534"
14-Apr-14,5,36,"2,279"
14-Apr-14,6,5,"1,548"
14-Apr-14,7,389,"1,232"
14-Apr-14,8,528,"1,171"
14-Apr-14,9,449,"1,396"
14-Apr-14,10,483,"1,451"
14-Apr-14,11,383,"1,499"
14-Apr-14,12,463,"1,718"
14-Apr-14,13,383,"1,438"
14-Apr-14,14,527,"1,449"
14-Apr-14,15,584,"1,569"
14-Apr-14,16,762,"1,379"
14-Apr-14,17,843,"1,568"
14-Apr-14,18,584,"1,419"
14-Apr-14,19,867,"1,285"
14-Apr-14,20,"1,033","1,390"
14-Apr-14,21,792,"1,287"
14-Apr-14,22,488,"1,313"
14-Apr-14,23,255,"1,260"
14-Apr-14,24,59,962
15-Apr-14,1,200,"1,175"
15-Apr-14,2,200,"1,248"
15-Apr-14,3,177,"1,702"
15-Apr-14,4,178,"1,557"
15-Apr-14,5,216,"1,188"
15-Apr-14,6,695,967
15-Apr-14,7,768,"1,112"
15-Apr-14,8,683,"1,190"
15-Apr-14,9,941,"1,414"
15-Apr-14,10,"1,042","1,430"
15-Apr-14,11,468,"1,216"
15-Apr-14,12,737,"1,108"
15-Apr-14,13,718,"1,082"
15-Apr-14,14,503,"1,008"
15-Apr-14,15,526,"1,283"
15-Apr-14,16,970,"1,582"
15-Apr-14,17,"1,056","1,156"
15-Apr-14,18,"1,007","1,247"
15-Apr-14,19,986,"1,481"
15-Apr-14,20,"1,313","1,205"
15-Apr-14,21,"1,098",892
15-Apr-14,22,637,807
15-Apr-14,23,668,808
15-Apr-14,24,753,802
16-Apr-14,1,623,749
16-Apr-14,2,640,779
16-Apr-14,3,413,729
16-Apr-14,4,300,791
16-Apr-14,5,723,"1,275"
16-Apr-14,6,967,"1,347"
16-Apr-14,7,"1,122","1,129"
16-Apr-14,8,"1,626","1,305"
16-Apr-14,9,"1,885","1,130"
16-Apr-14,10,"2,013","1,347"
16-Apr-14,11,"1,633","1,512"
16-Apr-14,12,"1,561","1,615"
16-Apr-14,13,"1,167","1,805"
16-Apr-14,14,"1,357","1,758"
16-Apr-14,15,"1,207","1,755"
16-Apr-14,16,894,"1,373"
16-Apr-14,17,"1,164",969
16-Apr-14,18,773,"1,168"
16-Apr-14,19,468,"1,182"
16-Apr-14,20,"1,250","1,168"
16-Apr-14,21,"1,268","1,063"
16-Apr-14,22,"1,143","1,231"
16-Apr-14,23,671,"1,012"
16-Apr-14,24,"1,043","1,289"
17-Apr-14,1,"1,083","1,539"
17-Apr-14,2,747,"1,604"
17-Apr-14,3,450,"1,567"
17-Apr-14,4,60,"1,383"
17-Apr-14,5,475,"1,564"
17-Apr-14,6,293,"1,454"
17-Apr-14,7,337,"1,540"
17-Apr-14,8,220,"1,533"
17-Apr-14,9,741,"1,675"
17-Apr-14,10,942,"1,722"
17-Apr-14,11,391,"1,553"
17-Apr-14,12,398,"1,543"
17-Apr-14,13,405,"1,557"
17-Apr-14,14,804,"1,376"
17-Apr-14,15,545,"1,513"
17-Apr-14,16,"1,077","1,402"
17-Apr-14,17,"1,001","1,585"
17-Apr-14,18,"1,144","1,838"
17-Apr-14,19,822,"1,681"
17-Apr-14,20,"1,100","1,129"
17-Apr-14,21,907,"1,077"
17-Apr-14,22,291,962
17-Apr-14,23,0,944
17-Apr-14,24,263,"1,771"
18-Apr-14,1,191,"2,014"
18-Apr-14,2,89,"2,309"
18-Apr-14,3,91,"2,236"
18-Apr-14,4,88,"2,525"
18-Apr-14,5,89,"2,349"
18-Apr-14,6,287,"2,349"
18-Apr-14,7,391,"1,848"
18-Apr-14,8,391,"1,412"
18-Apr-14,9,591,"1,384"
18-Apr-14,10,113,"1,253"
18-Apr-14,11,192,"1,507"
18-Apr-14,12,503,"1,729"
18-Apr-14,13,463,"1,603"
18-Apr-14,14,362,"1,635"
18-Apr-14,15,360,"1,830"
18-Apr-14,16,257,"1,127"
18-Apr-14,17,466,993
18-Apr-14,18,372,"1,204"
18-Apr-14,19,461,"1,050"
18-Apr-14,20,476,810
18-Apr-14,21,359,917
18-Apr-14,22,373,916
18-Apr-14,23,59,"1,064"
18-Apr-14,24,0,"1,361"
19-Apr-14,1,69,"2,050"
19-Apr-14,2,68,"2,137"
19-Apr-14,3,75,"2,272"
19-Apr-14,4,75,"2,105"
19-Apr-14,5,77,"1,818"
19-Apr-14,6,83,"1,415"
19-Apr-14,7,57,"1,157"
19-Apr-14,8,186,"1,004"
19-Apr-14,9,194,910
19-Apr-14,10,104,"1,038"
19-Apr-14,11,185,"1,511"
19-Apr-14,12,186,"1,696"
19-Apr-14,13,182,"2,046"
19-Apr-14,14,171,"1,892"
19-Apr-14,15,163,"2,037"
19-Apr-14,16,161,"1,813"
19-Apr-14,17,164,"1,663"
19-Apr-14,18,170,"1,553"
19-Apr-14,19,396,"1,499"
19-Apr-14,20,489,"1,326"
19-Apr-14,21,294,"1,432"
19-Apr-14,22,190,"1,691"
19-Apr-14,23,180,"1,599"
19-Apr-14,24,186,"2,077"
20-Apr-14,1,86,"2,572"
20-Apr-14,2,86,"2,588"
20-Apr-14,3,65,"2,646"
20-Apr-14,4,119,"2,774"
20-Apr-14,5,97,"2,658"
20-Apr-14,6,36,"2,259"
20-Apr-14,7,0,"1,832"
20-Apr-14,8,76,"1,632"
20-Apr-14,9,123,"1,561"
20-Apr-14,10,155,"1,599"
20-Apr-14,11,160,"1,724"
20-Apr-14,12,46,"1,538"
20-Apr-14,13,197,"2,076"
20-Apr-14,14,178,"2,183"
20-Apr-14,15,80,"2,028"
20-Apr-14,16,52,"1,934"
20-Apr-14,17,198,"1,833"
20-Apr-14,18,75,"2,050"
20-Apr-14,19,51,"1,675"
20-Apr-14,20,0,925
20-Apr-14,21,72,795
20-Apr-14,22,73,"1,000"
20-Apr-14,23,113,"1,575"
20-Apr-14,24,0,"1,762"
21-Apr-14,1,0,"2,099"
21-Apr-14,2,0,"2,158"
21-Apr-14,3,0,"2,004"
21-Apr-14,4,0,"2,041"
21-Apr-14,5,47,"2,284"
21-Apr-14,6,161,"2,036"
21-Apr-14,7,391,"1,907"
21-Apr-14,8,391,"1,651"
21-Apr-14,9,457,"1,459"
21-Apr-14,10,446,"1,435"
21-Apr-14,11,519,"1,835"
21-Apr-14,12,430,"1,843"
21-Apr-14,13,402,"2,225"
21-Apr-14,14,352,"1,885"
21-Apr-14,15,332,"1,808"
21-Apr-14,16,625,"1,752"
21-Apr-14,17,612,"1,827"
21-Apr-14,18,773,"1,967"
21-Apr-14,19,569,"1,776"
21-Apr-14,20,786,"1,539"
21-Apr-14,21,583,"1,183"
21-Apr-14,22,341,"1,416"
21-Apr-14,23,0,"1,564"
21-Apr-14,24,47,"2,261"
22-Apr-14,1,47,"2,649"
22-Apr-14,2,97,"2,909"
22-Apr-14,3,47,"3,043"
22-Apr-14,4,47,"3,059"
22-Apr-14,5,0,"2,436"
22-Apr-14,6,147,"1,984"
22-Apr-14,7,416,"1,730"
22-Apr-14,8,416,"1,692"
22-Apr-14,9,457,"1,735"
22-Apr-14,10,476,"1,805"
22-Apr-14,11,506,"1,722"
22-Apr-14,12,408,"1,582"
22-Apr-14,13,370,"1,271"
22-Apr-14,14,291,"1,605"
22-Apr-14,15,411,"1,705"
22-Apr-14,16,291,"1,485"
22-Apr-14,17,291,"1,685"
22-Apr-14,18,321,"1,805"
22-Apr-14,19,439,"1,678"
22-Apr-14,20,956,"1,495"
22-Apr-14,21,484,"1,029"
22-Apr-14,22,291,"1,385"
22-Apr-14,23,0,"1,794"
22-Apr-14,24,47,"2,541"
23-Apr-14,1,47,"3,137"
23-Apr-14,2,47,"3,085"
23-Apr-14,3,47,"3,244"
23-Apr-14,4,47,"3,187"
23-Apr-14,5,47,"2,747"
23-Apr-14,6,47,"2,250"
23-Apr-14,7,296,"1,799"
23-Apr-14,8,685,"1,812"
23-Apr-14,9,409,"1,609"
23-Apr-14,10,405,"1,546"
23-Apr-14,11,391,"1,651"
23-Apr-14,12,300,"1,656"
23-Apr-14,13,353,"1,726"
23-Apr-14,14,291,"1,590"
23-Apr-14,15,658,"1,951"
23-Apr-14,16,597,"2,000"
23-Apr-14,17,512,"2,237"
23-Apr-14,18,501,"2,219"
23-Apr-14,19,745,"2,134"
23-Apr-14,20,931,"1,418"
23-Apr-14,21,986,"1,617"
23-Apr-14,22,573,"1,641"
23-Apr-14,23,0,"1,533"
23-Apr-14,24,47,"2,260"
24-Apr-14,1,47,"2,613"
24-Apr-14,2,97,"2,449"
24-Apr-14,3,47,"2,266"
24-Apr-14,4,47,"1,990"
24-Apr-14,5,47,"2,129"
24-Apr-14,6,89,"1,585"
24-Apr-14,7,879,"2,194"
24-Apr-14,8,936,"2,128"
